,"(515, 377, 1)","(377, 515, 1)","(515, 377, 3)","(377, 515, 3)","(515, 377, 5)","(377, 515, 5)","(515, 377, 10)","(377, 515, 10)","(0, 0, 0)"
"{""377"": 64, ""515"": 2}",-29.736185956665334,-27.568244515134552,-24.17014203351613,-24.34329464497867,-27.056586979089413,-28.614869151690215,-25.03612213005794,-24.455863081543594,-24.884177073312394
"{""377"": 57, ""515"": -7}",-7.875251233861302,-19.046724299376766,-23.699635971747796,-22.588476306527983,-8.912533734307463,-29.09177295457177,-30.309680423987555,-11.90216462765724,-32.047153489812366
"{""377"": 36, ""515"": -8}",-12.911963925685214,-22.118622382493133,-4.198249360761345,-3.674369310030961,-20.069007350369564,-12.911963925685214,-8.468084022051746,-22.1974361586682,-4.456266867153731
"{""377"": 14, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 12, ""515"": 23}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": 4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 59, ""515"": -33}",-36.199331614678464,-24.062639612030317,-24.777793083750915,-33.41712110242962,-26.504031687128155,-16.50117984252878,-15.617977596703174,-17.36680636366246,-37.365801184589714
"{""377"": 81, ""515"": -34}",-3.51119103594,-7.875251233861302,-11.90216462765724,-22.962591543462704,-35.95892082290754,-27.823906487568873,-20.660446765551367,-24.777793083750915,-12.383142981380669
"{""377"": 88, ""515"": -37}",-23.332965628028077,-4.635318334324794,-25.130015152913405,-2.940597006,-7.348738620061922,-17.793138300025834,-20.660446765551367,-2.3642393999999998,-24.422013215910013
"{""377"": 78, ""515"": -12}",-32.047153489812366,-48.103544604665096,-49.66500418850988,-47.36409322819626,-57.971328024740984,-32.047153489812366,-32.047153489812366,-50.07224426011588,-32.32668195491424
"{""377"": 61, ""515"": -11}",-19.861694485819168,-14.259437139173775,-21.828870836167724,-17.36680636366246,-33.41712110242962,-7.875251233861302,-22.210582127806045,-22.962591543462704,-30.606583619747678
"{""377"": 44, ""515"": -16}",-3.408453848516122,-15.59575630285735,-14.389784320490794,-8.68340318183123,-18.099665807339232,-14.700427612513026,-1.470298503,-27.710550482802176,-3.674369310030961
"{""377"": 34, ""515"": -9}",-13.911953243784437,-11.105291063903023,-8.030898910368071,-5.214941284932398,-1.1821196999999999,-8.68340318183123,-0.597,-3.408453848516122,-6.191571490690334
"{""377"": 29, ""515"": 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 30, ""515"": 3}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 40, ""515"": -6}",-1.75559551797,-1.75559551797,-2.317659167162397,-2.8685377497358657,-0.3,-2.317659167162397,-4.964587156497372,-3.674369310030961,-2.8685377497358657
"{""377"": 43, ""515"": 4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 37, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 45, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 42, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 36, ""515"": 21}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 47, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 39, ""515"": 27}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 22, ""515"": 28}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 0, ""515"": 28}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -12, ""515"": 38}",-7.808988798351587,-11.666482814014039,-8.030898910368071,-5.214941284932398,-6.429655775783431,-6.191571490690334,-6.191571490690334,-9.107603458512788,-6.191571490690334
"{""377"": -28, ""515"": 53}",-2.940597006,-8.912533734307463,-6.816907697032244,-5.188965150981547,-9.423408396964389,-7.348738620061922,-5.188965150981547,-3.51119103594,-9.423408396964389
"{""377"": -23, ""515"": 56}",-45.3080820579042,-4.0760791255806,-25.130015152913405,-9.929174312994745,-15.169674340104216,-13.330718436051193,-30.9005177835502,-12.859311551566861,-4.0760791255806
"{""377"": -37, ""515"": 68}",-1.78206,-12.859311551566861,0.0,-1.194,-0.6,-7.348738620061922,0.0,-0.6,-2.3642393999999998
"{""377"": -40, ""515"": 73}",-4.0760791255806,-1.78206,-4.635318334324794,-2.940597006,-7.875251233861302,-18.63305484785532,-3.51119103594,-7.348738620061922,-21.828870836167724
"{""377"": -43, ""515"": 77}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 6, ""515"": 24}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 66, ""515"": -19}",-40.72793552611247,-8.912533734307463,-42.91753360360823,-40.72793552611247,-25.823927851370428,-43.08835826757215,-43.08835826757215,-22.588476306527983,-10.925583744166149
"{""377"": 53, ""515"": -1}",-9.423408396964389,-5.188965150981547,-27.823906487568873,-36.67296491554636,-50.653215042797264,-27.170601456554305,-18.63305484785532,-8.39649872152269,-31.1915126057147
"{""377"": 50, ""515"": -1}",-14.072833711346592,-26.437273292653693,-8.896569150012917,-7.808988798351587,-8.896569150012917,-10.131538770480487,-9.930847242909584,-13.419495685128437,-8.030898910368071
"{""377"": 54, ""515"": 3}",-7.808988798351587,-9.930847242909584,-7.584837170052108,-16.70856055121481,-9.107603458512788,-8.468084022051746,-25.279401536766294,-7.129718569586887,-22.727500618662578
"{""377"": 61, ""515"": 5}",-26.099989663949827,-20.927866929929333,-28.10852864303563,-29.161987432993218,-27.908548378796695,-21.285345170701067,-28.572470085705763,-20.927866929929333,-20.927866929929333
"{""377"": 53, ""515"": 13}",-14.389784320490794,-14.232105374233125,-13.252015843564077,-17.61150986598334,-26.138989767310328,-17.735394767323506,-15.882400752430488,-13.082844286428362,-13.419495685128437
"{""377"": 31, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 14, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 1, ""515"": 25}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 8, ""515"": 25}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -6, ""515"": 37}",-8.468084022051746,-4.198249360761345,-8.468084022051746,-16.574303587085666,-4.456266867153731,-19.019029761803107,-6.665359218025596,-6.429655775783431,-13.419495685128437
"{""377"": -1, ""515"": 34}",-23.356446382834154,-22.03901250756882,-20.069007350369564,-20.168317276865867,-26.06059562015134,-20.927866929929333,-23.93099918613667,-22.352707179110705,-21.01858826063004
"{""377"": -6, ""515"": 40}",-11.294238153263992,-8.68340318183123,-16.023576744906183,-8.468084022051746,-10.131538770480487,-10.330223382775683,-10.131538770480487,-9.31652742392766,-10.330223382775683
"{""377"": 9, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 6, ""515"": 28}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 68, ""515"": -11}",-5.7370754994717315,-5.188965150981547,-26.504031687128155,-7.875251233861302,-7.348738620061922,-57.56903712200754,-35.22301973196668,-5.188965150981547,-44.70541435822141
"{""377"": 60, ""515"": 6}",-16.438690492005723,-21.458766801804114,-24.11125457930922,-22.94350112278768,-17.735394767323506,-25.815732936743235,-21.372491718994056,-27.391003227052583,-23.745226147957148
"{""377"": 38, ""515"": 12}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 4, ""515"": 22}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -1, ""515"": 26}",-9.7281285281915,-10.914435418083862,-8.68340318183123,-14.853423336387896,-12.211006607955007,-9.107603458512788,-9.7281285281915,-9.523362149688383,-8.030898910368071
"{""377"": -4, ""515"": 37}",-22.504888306246404,-21.372491718994056,-18.682900592294857,-18.79607158637191,-22.352707179110705,-16.30170756768255,-25.46541195140557,-15.739798739828776,-18.79607158637191
"{""377"": -11, ""515"": 42}",-2.5944825754907734,-3.139852372238507,-5.462791872083074,-19.019029761803107,-2.5944825754907734,-9.7281285281915,-2.8685377497358657,-5.462791872083074,-19.55720656522672
"{""377"": -9, ""515"": 42}",-23.68204661409813,-24.051772302332548,-16.70856055121481,-10.330223382775683,-23.488653099815757,-10.131538770480487,-21.71244996902373,-19.019029761803107,-18.21866914926584
"{""377"": 18, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 52, ""515"": -26}",-38.257678928370154,-37.81622174101638,-25.130015152913405,-40.920656170851345,-42.91753360360823,-39.93738858660518,-25.130015152913405,-33.94612039249127,-42.570690341402134
"{""377"": 81, ""515"": -30}",-9.423408396964389,-3.51119103594,-16.50117984252878,-39.53003630915742,-8.912533734307463,-18.215206917025576,-10.429882569864796,-9.423408396964389,-55.85892579001746
"{""377"": 86, ""515"": -37}",-32.047153489812366,-1.78206,-13.330718436051193,-3.51119103594,-24.777793083750915,-6.279704744477014,-12.859311551566861,-40.13801470073913,-50.07224426011588
"{""377"": 91, ""515"": -34}",-10.429882569864796,-15.617977596703174,-5.188965150981547,-21.443303874916893,-27.823906487568873,-18.215206917025576,-1.78206,-4.635318334324794,-2.940597006
"{""377"": 100, ""515"": -34}",-9.423408396964389,-8.912533734307463,-14.716842767782037,-8.912533734307463,-24.422013215910013,-9.929174312994745,-21.828870836167724,-20.660446765551367,-48.68658928995734
"{""377"": 96, ""515"": -30}",-48.456881226361936,-11.416327906724486,-24.062639612030317,-10.925583744166149,-15.617977596703174,-23.332965628028077,-34.46459259668069,-34.46459259668069,-19.456257056383
"{""377"": 81, ""515"": -31}",-5.188965150981547,-14.716842767782037,-6.279704744477014,-22.210582127806045,-3.51119103594,-8.912533734307463,-7.348738620061922,-6.816907697032244,-15.169674340104216
"{""377"": 48, ""515"": -23}",-0.89103,-6.665359218025596,-0.3,-2.8685377497358657,-10.131538770480487,-2.5944825754907734,-1.470298503,-3.139852372238507,-1.75559551797
"{""377"": 50, ""515"": -17}",-1.470298503,-0.597,-3.937625616930651,-2.317659167162397,-1.75559551797,-10.914435418083862,-4.964587156497372,-4.198249360761345,-16.16334097745712
"{""377"": 56, ""515"": -25}",-4.635318334324794,-22.210582127806045,-0.6,0.0,-1.194,-1.194,-2.940597006,-3.51119103594,-4.0760791255806
"{""377"": 53, ""515"": -20}",-7.875251233861302,-6.816907697032244,-3.51119103594,-13.797411251690681,-3.51119103594,-8.912533734307463,-8.39649872152269,-7.348738620061922,-9.423408396964389
"{""377"": 56, ""515"": -22}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 30, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 61, ""515"": -35}",-34.972747204006744,-24.062639612030317,-8.912533734307463,-9.929174312994745,-20.660446765551367,-27.170601456554305,-19.456257056383,-16.50117984252878,-23.699635971747796
"{""377"": 83, ""515"": -36}",-10.429882569864796,-2.940597006,-20.263077540960975,-37.81622174101638,-23.332965628028077,-2.940597006,-3.51119103594,-22.210582127806045,-2.940597006
"{""377"": 80, ""515"": -28}",-45.600451224951904,-26.838991370256874,-12.383142981380669,-28.46421074846625,-40.336634553731734,-23.699635971747796,-4.635318334324794,-4.0760791255806,-4.0760791255806
"{""377"": 90, ""515"": -41}",-22.962591543462704,-2.3642393999999998,-22.962591543462704,-6.279704744477014,-5.7370754994717315,-1.78206,-5.7370754994717315,-11.90216462765724,-31.479597479657553
"{""377"": 99, ""515"": -42}",-11.90216462765724,-1.194,-10.429882569864796,-1.194,-4.0760791255806,-4.0760791255806,-0.6,-4.635318334324794,-5.188965150981547
"{""377"": 95, ""515"": -29}",-24.777793083750915,-13.797411251690681,-31.479597479657553,-6.279704744477014,-11.416327906724486,-5.7370754994717315,-48.57231241409832,-35.95892082290754,-4.0760791255806
"{""377"": 88, ""515"": -38}",-14.259437139173775,-26.838991370256874,-8.39649872152269,-42.74498343798811,-4.635318334324794,-11.416327906724486,-2.940597006,-4.0760791255806,-10.429882569864796
"{""377"": 63, ""515"": -35}",-30.309680423987555,-2.940597006,-4.0760791255806,-2.940597006,-33.68294989140532,-20.263077540960975,-13.797411251690681,-10.925583744166149,-2.3642393999999998
"{""377"": 55, ""515"": -22}",-12.383142981380669,-5.188965150981547,-20.263077540960975,-27.170601456554305,-4.0760791255806,-29.400855225026053,-2.940597006,-8.912533734307463,-6.279704744477014
"{""377"": 54, ""515"": -23}",-8.39649872152269,-17.36680636366246,-2.940597006,-0.6,-5.188965150981547,-3.51119103594,-13.797411251690681,-3.51119103594,-5.188965150981547
"{""377"": 51, ""515"": -18}",-5.188965150981547,-6.816907697032244,-10.429882569864796,-18.63305484785532,-2.940597006,-31.479597479657553,-7.875251233861302,-7.875251233861302,-9.423408396964389
"{""377"": 50, ""515"": -16}",-0.89103,0.0,0.0,-0.89103,0.0,-1.1821196999999999,-0.3,-0.597,-0.3
"{""377"": 11, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 37, ""515"": 10}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 41, ""515"": 10}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 49, ""515"": 3}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 52, ""515"": -3}",-42.570690341402134,-56.02210063677687,-21.443303874916893,-19.456257056383,-24.422013215910013,-20.660446765551367,-41.85573385985867,-41.48733176192089,-12.859311551566861
"{""377"": 66, ""515"": -9}",-14.716842767782037,-57.51967872870885,-38.690351117695585,-12.383142981380669,-6.816907697032244,-8.39649872152269,-14.259437139173775,-8.39649872152269,-38.47510213908645
"{""377"": 13, ""515"": 12}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 23, ""515"": 10}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 35, ""515"": 0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 39, ""515"": -5}",-7.129718569586887,-7.129718569586887,-6.191571490690334,-7.584837170052108,-9.107603458512788,-5.708163953362243,-5.462791872083074,-7.358421383891018,-6.429655775783431
"{""377"": 43, ""515"": -13}",-7.129718569586887,-4.964587156497372,-0.3,-5.708163953362243,-0.3,-5.462791872083074,-0.597,-0.3,-0.597
"{""377"": 77, ""515"": -30}",-9.423408396964389,-44.3948723173364,-14.259437139173775,-25.130015152913405,-28.779568640981587,-30.9005177835502,-30.9005177835502,-34.71994667071388,-16.50117984252878
"{""377"": 75, ""515"": -18}",-2.940597006,-9.929174312994745,-5.7370754994717315,-3.51119103594,-2.3642393999999998,-58.272671481663316,-31.1915126057147,-2.3642393999999998,-9.929174312994745
"{""377"": 80, ""515"": -14}",-16.50117984252878,-13.330718436051193,-48.91172616308719,-17.36680636366246,-11.90216462765724,-30.309680423987555,-17.793138300025834,-53.358611784039475,-37.137172913726985
"{""377"": 85, ""515"": -19}",-27.49889544198876,-14.716842767782037,-17.36680636366246,-37.137172913726985,-29.09177295457177,-13.797411251690681,-15.617977596703174,-29.09177295457177,-14.259437139173775
"{""377"": 72, ""515"": -22}",-7.348738620061922,-31.764801504860976,-31.479597479657553,-7.875251233861302,-7.875251233861302,-41.85573385985867,-16.50117984252878,-5.7370754994717315,-28.46421074846625
"{""377"": 45, ""515"": -17}",-16.438690492005723,-4.964587156497372,-3.674369310030961,-16.84147494570266,-19.661634499574454,-2.8685377497358657,-4.964587156497372,-25.46541195140557,-2.0380395627903
"{""377"": 19, ""515"": 6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 25, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 72, ""515"": -21}",-4.0760791255806,-7.348738620061922,-42.03717652126008,-44.55092359416304,-8.912533734307463,-3.51119103594,-36.67296491554636,-20.660446765551367,-55.136489030269104
"{""377"": 75, ""515"": -9}",-58.146773161114176,-43.25747468489642,-32.6034151353651,-38.690351117695585,-35.95892082290754,-39.53003630915742,-39.53003630915742,-33.14860717417133,-35.22301973196668
"{""377"": 54, ""515"": -7}",-39.93738858660518,-41.67245844430168,-32.32668195491424,-32.877380984011445,-30.9005177835502,-9.929174312994745,-4.635318334324794,-11.90216462765724,-31.1915126057147
"{""377"": 58, ""515"": -7}",-17.793138300025834,-28.145667422693183,-6.816907697032244,-5.7370754994717315,-6.279704744477014,-44.70541435822141,-21.05384229789585,-52.65643537230007,-10.429882569864796
"{""377"": 45, ""515"": 21}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 33, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 10, ""515"": 18}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -13, ""515"": 39}",-5.214941284932398,-5.708163953362243,-7.129718569586887,-5.708163953362243,-5.462791872083074,-9.523362149688383,-9.7281285281915,-4.964587156497372,-6.8987056258453405
"{""377"": -24, ""515"": 49}",-2.317659167162397,-4.456266867153731,-4.456266867153731,-11.105291063903023,-10.526921148947926,-0.89103,-4.198249360761345,-3.139852372238507,-3.674369310030961
"{""377"": -22, ""515"": 55}",-44.07802501513764,-10.429882569864796,-14.716842767782037,-2.940597006,-8.39649872152269,-24.422013215910013,-16.061797820736142,-29.09177295457177,-6.279704744477014
"{""377"": -27, ""515"": 58}",-4.0760791255806,-1.78206,-1.78206,-33.68294989140532,-4.0760791255806,-10.925583744166149,-1.194,-3.51119103594,-16.50117984252878
"{""377"": -20, ""515"": 53}",-47.1075331376352,-11.416327906724486,-35.22301973196668,-5.188965150981547,-8.912533734307463,-11.416327906724486,-14.716842767782037,-30.009778206048036,-8.912533734307463
"{""377"": 23, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 76, ""515"": -29}",-36.199331614678464,-48.68658928995734,-16.50117984252878,-5.188965150981547,-37.81622174101638,-15.617977596703174,-10.925583744166149,-26.838991370256874,-9.423408396964389
"{""377"": 82, ""515"": -30}",-8.39649872152269,-34.206659188566356,-3.51119103594,-2.3642393999999998,-5.7370754994717315,-12.859311551566861,-8.912533734307463,-37.59214317274382,-1.78206
"{""377"": 92, ""515"": -43}",-2.3642393999999998,-2.3642393999999998,-5.188965150981547,-4.0760791255806,-7.875251233861302,-0.6,-15.617977596703174,-10.925583744166149,-10.429882569864796
"{""377"": 106, ""515"": -49}",-5.7370754994717315,-4.0760791255806,0.0,-1.194,-1.194,-12.859311551566861,-0.6,-7.348738620061922,-4.0760791255806
"{""377"": 111, ""515"": -45}",-6.279704744477014,-5.7370754994717315,-15.617977596703174,-4.635318334324794,-21.828870836167724,-3.51119103594,-8.912533734307463,-14.716842767782037,-6.279704744477014
"{""377"": 107, ""515"": -41}",-8.912533734307463,-5.7370754994717315,-15.617977596703174,-17.36680636366246,-7.875251233861302,-27.170601456554305,-13.797411251690681,-4.635318334324794,-24.062639612030317
"{""377"": 105, ""515"": -55}",-1.194,0.0,-1.194,-2.940597006,-0.6,0.0,0.0,-1.194,-0.6
"{""377"": 63, ""515"": -37}",-31.764801504860976,-20.263077540960975,-9.423408396964389,-26.504031687128155,-4.635318334324794,-12.383142981380669,-14.716842767782037,-19.046724299376766,-21.828870836167724
"{""377"": 52, ""515"": -27}",-4.0760791255806,-6.279704744477014,-2.3642393999999998,-4.635318334324794,-5.188965150981547,-2.3642393999999998,-4.635318334324794,-3.51119103594,-1.78206
"{""377"": 44, ""515"": -13}",-5.708163953362243,-16.70856055121481,-2.8685377497358657,-3.408453848516122,-4.456266867153731,-2.0380395627903,-3.937625616930651,-1.75559551797,-1.1821196999999999
"{""377"": 56, ""515"": -23}",-2.940597006,-2.940597006,-6.816907697032244,-7.348738620061922,-2.3642393999999998,-40.13801470073913,-13.797411251690681,-14.259437139173775,-16.50117984252878
"{""377"": 55, ""515"": -21}",-0.6,0.0,0.0,-0.6,0.0,0.0,0.0,-1.78206,-0.6
"{""377"": 59, ""515"": -7}",-6.816907697032244,-7.348738620061922,-27.49889544198876,-48.91172616308719,-18.63305484785532,-19.861694485819168,-9.929174312994745,-5.188965150981547,-22.210582127806045
"{""377"": 49, ""515"": 0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 52, ""515"": 5}",-8.468084022051746,-12.739357500692135,-8.468084022051746,-15.59575630285735,-9.7281285281915,-8.68340318183123,-9.7281285281915,-9.31652742392766,-24.884177073312394
"{""377"": 8, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -8, ""515"": 34}",-10.914435418083862,-9.930847242909584,-9.31652742392766,-8.896569150012917,-7.584837170052108,-12.388896541875457,-8.25058992126439,-8.25058992126439,-8.468084022051746
"{""377"": -13, ""515"": 38}",-8.25058992126439,-4.711704198482194,-5.95108231382862,-12.031319806015158,-12.211006607955007,-4.198249360761345,-5.214941284932398,-5.214941284932398,-10.914435418083862
"{""377"": -13, ""515"": 46}",-19.019029761803107,-10.721651937458446,-15.303291809873839,-4.711704198482194,-22.352707179110705,-19.019029761803107,-18.21866914926584,-21.458766801804114,-9.7281285281915
"{""377"": -10, ""515"": 44}",-1.1821196999999999,-6.8987056258453405,-1.1821196999999999,-0.3,-5.462791872083074,-4.964587156497372,-2.5944825754907734,0.0,-2.317659167162397
"{""377"": 72, ""515"": -25}",-29.400855225026053,-35.71608163930054,-27.170601456554305,-28.779568640981587,-42.74498343798811,-43.754744429280315,-45.3080820579042,-42.21680475604748,-4.635318334324794
"{""377"": 86, ""515"": -35}",-24.777793083750915,-6.279704744477014,-7.348738620061922,-0.6,-12.383142981380669,-10.429882569864796,-8.39649872152269,-1.78206,-44.3948723173364
"{""377"": 83, ""515"": -31}",-13.330718436051193,-11.416327906724486,-11.90216462765724,-26.504031687128155,-36.199331614678464,-16.50117984252878,-4.635318334324794,-15.617977596703174,-4.0760791255806
"{""377"": 78, ""515"": -29}",-33.94612039249127,-6.279704744477014,-4.0760791255806,-22.588476306527983,-3.51119103594,-2.940597006,-10.429882569864796,-30.009778206048036,-51.200187502073746
"{""377"": 82, ""515"": -25}",-8.39649872152269,-2.940597006,-6.279704744477014,-2.3642393999999998,-17.36680636366246,-55.68905745300509,-7.348738620061922,-2.3642393999999998,-9.423408396964389
"{""377"": 27, ""515"": 4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 31, ""515"": 3}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 31, ""515"": -5}",-24.11125457930922,-24.228440613180968,-23.014066111559803,-28.306493337275157,-25.644092813526505,-25.644092813526505,-24.72758095526471,-24.455863081543594,-29.55060048798995
"{""377"": 65, ""515"": -18}",-53.358611784039475,-32.047153489812366,-37.137172913726985,-45.88700224557536,-15.169674340104216,-13.797411251690681,-9.423408396964389,-12.383142981380669,-17.793138300025834
"{""377"": 72, ""515"": -20}",-8.912533734307463,-54.345138392662484,-34.206659188566356,-23.332965628028077,-7.875251233861302,-31.479597479657553,-16.50117984252878,-5.7370754994717315,-13.330718436051193
"{""377"": 62, ""515"": -13}",-11.90216462765724,-15.169674340104216,-7.875251233861302,-7.348738620061922,-13.797411251690681,-5.7370754994717315,-6.279704744477014,-59.26486604274833,-4.0760791255806
"{""377"": 76, ""515"": -19}",-6.816907697032244,-47.1075331376352,-2.940597006,-1.78206,-4.635318334324794,-37.81622174101638,-10.925583744166149,-1.194,-40.533268208194414
"{""377"": 87, ""515"": -21}",-17.793138300025834,-12.383142981380669,-18.215206917025576,-53.22376470160135,-10.429882569864796,-19.456257056383,-39.11441313045344,-28.46421074846625,-16.936168044103493
"{""377"": 79, ""515"": -13}",-51.88001970557805,-27.170601456554305,-28.145667422693183,-28.779568640981587,-58.183652375208005,-26.504031687128155,-29.706846672775793,-56.254886713210546,-36.906235266390894
"{""377"": 6, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -5, ""515"": 36}",-9.930847242909584,-8.896569150012917,-9.107603458512788,-13.585300728277153,-7.358421383891018,-13.082844286428362,-8.468084022051746,-8.68340318183123,-18.90811087050819
"{""377"": -6, ""515"": 39}",-22.4291801073196,-21.877372214640157,-21.372491718994056,-15.154840211993777,-20.363967763056234,-17.486373602003372,-26.099989663949827,-23.745226147957148,-13.911953243784437
"{""377"": -16, ""515"": 50}",-1.1821196999999999,-0.597,-8.896569150012917,-0.89103,-1.1821196999999999,-0.3,-0.597,-0.3,-2.0380395627903
"{""377"": 13, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 39, ""515"": 13}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 38, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 35, ""515"": 31}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 13, ""515"": 37}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -16, ""515"": 41}",-3.139852372238507,-3.408453848516122,-2.8685377497358657,-12.031319806015158,-6.429655775783431,-8.68340318183123,-2.0380395627903,-4.198249360761345,-9.7281285281915
"{""377"": -13, ""515"": 44}",-1.75559551797,-2.5944825754907734,-2.0380395627903,-27.02685553443375,-4.198249360761345,-11.294238153263992,-3.408453848516122,-4.198249360761345,-17.97946041145377
"{""377"": -21, ""515"": 55}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 10, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 67, ""515"": -20}",-51.63146587348647,-44.07802501513764,-16.061797820736142,-25.130015152913405,-23.332965628028077,-37.59214317274382,-21.443303874916893,-33.41712110242962,-19.861694485819168
"{""377"": 89, ""515"": -32}",-29.400855225026053,-14.716842767782037,-5.7370754994717315,-3.51119103594,-15.617977596703174,-31.764801504860976,-2.3642393999999998,-1.194,-7.348738620061922
"{""377"": 32, ""515"": -7}",-6.429655775783431,-2.8685377497358657,-3.408453848516122,-12.031319806015158,-10.330223382775683,-2.8685377497358657,-2.317659167162397,-9.7281285281915,-3.408453848516122
"{""377"": 30, ""515"": 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 16}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 84, ""515"": -35}",-26.165688572856723,-8.39649872152269,-10.925583744166149,-9.929174312994745,-5.7370754994717315,-5.188965150981547,-12.859311551566861,-47.36409322819626,-56.21705728607126
