,"(515, 377, 1)","(377, 515, 1)","(515, 377, 3)","(377, 515, 3)","(515, 377, 5)","(377, 515, 5)","(515, 377, 10)","(377, 515, 10)","(0, 0, 0)"
"{""377"": 20, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 18, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 16, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 12, ""515"": 22}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 14, ""515"": 19}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 12, ""515"": 18}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": -1}",-24.93533530257927,-24.399861698528884,-26.364935509288536,-25.644092813526505,-22.1974361586682,-24.17014203351613,-27.22883506932425,-24.28615620704916,-27.5188700287058
"{""377"": 42, ""515"": -16}",-21.10840237802374,-25.898999851302044,-19.237551069543226,-18.79607158637191,-27.54368132841874,-17.85804081965027,-21.62873734244821,-22.800225612475952,-26.06059562015134
"{""377"": 53, ""515"": -6}",-17.36680636366246,-25.823927851370428,-47.490452295914295,-15.169674340104216,-36.67296491554636,-33.94612039249127,-29.09177295457177,-16.936168044103493,-14.716842767782037
"{""377"": 60, ""515"": -9}",-20.660446765551367,-42.21680475604748,-9.423408396964389,-7.348738620061922,-7.348738620061922,-38.257678928370154,-31.764801504860976,-54.83418638956412,-35.71608163930054
"{""377"": 58, ""515"": -6}",-7.348738620061922,-16.50117984252878,-5.7370754994717315,-23.699635971747796,-27.170601456554305,-11.90216462765724,-21.443303874916893,-7.875251233861302,-52.199979327899655
"{""377"": 48, ""515"": 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 57, ""515"": 0}",-12.388896541875457,-3.937625616930651,-26.873632415103724,-15.59575630285735,-5.214941284932398,-13.74944772099438,-21.71244996902373,-5.708163953362243,-28.34019411986338
"{""377"": 68, ""515"": -2}",-52.277979534620655,-46.97730619963151,-46.84576383801163,-46.84576383801163,-59.63622729796697,-46.71289276566831,-47.7393922952256,-46.57867956128112,-47.23645780625885
"{""377"": 66, ""515"": 0}",-15.882400752430488,-27.800763928683345,-17.97946041145377,-13.585300728277153,-13.585300728277153,-14.700427612513026,-25.510757831891514,-17.103329594283178,-27.568244515134552
"{""377"": 54, ""515"": -4}",-10.925583744166149,-15.169674340104216,-28.145667422693183,-51.46155073307465,-41.67245844430168,-45.455001237325156,-19.046724299376766,-17.793138300025834,-32.877380984011445
"{""377"": 37, ""515"": -9}",-17.35997333535694,-16.023576744906183,-5.214941284932398,-19.86736797303292,-26.177599869637223,-9.31652742392766,-11.294238153263992,-16.70856055121481,-8.68340318183123
"{""377"": 31, ""515"": -6}",-10.330223382775683,-4.198249360761345,-3.408453848516122,-6.665359218025596,-12.211006607955007,-6.665359218025596,-5.214941284932398,-19.128839464185077,-7.808988798351587
"{""377"": 28, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 23, ""515"": 8}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 35, ""515"": -2}",-12.388896541875457,-13.252015843564077,-17.85804081965027,-17.103329594283178,-20.363967763056234,-13.252015843564077,-22.1974361586682,-18.21866914926584,-19.96869429330259
"{""377"": 38, ""515"": -4}",-4.456266867153731,-3.937625616930651,-3.408453848516122,-4.198249360761345,-5.214941284932398,-1.470298503,-3.139852372238507,-1.75559551797,-2.5944825754907734
"{""377"": 17, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 10, ""515"": 25}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -1, ""515"": 35}",-18.099665807339232,-16.574303587085666,-20.743665880960446,-17.97946041145377,-16.84147494570266,-15.882400752430488,-15.882400752430488,-20.743665880960446,-16.30170756768255
"{""377"": 1, ""515"": 33}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -3, ""515"": 36}",-23.221555333980366,-19.86736797303292,-16.30170756768255,-15.739798739828776,-26.996823772155302,-15.59575630285735,-20.168317276865867,-24.17014203351613,-17.97946041145377
"{""377"": -14, ""515"": 44}",-0.597,-1.1821196999999999,-1.470298503,-11.105291063903023,-0.89103,-7.358421383891018,-1.75559551797,-0.89103,-3.937625616930651
"{""377"": 3, ""515"": 23}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 41, ""515"": 6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 35, ""515"": 16}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 34, ""515"": 18}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 37, ""515"": 12}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 31, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 40, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 34, ""515"": 32}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 32, ""515"": 18}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -3, ""515"": 29}",-11.481295771731352,-19.96869429330259,-15.4502588917751,-9.523362149688383,-10.330223382775683,-7.808988798351587,-15.004889103024018,-11.105291063903023,-10.914435418083862
"{""377"": -12, ""515"": 37}",-1.75559551797,-6.191571490690334,-4.198249360761345,-14.072833711346592,-7.129718569586887,-17.735394767323506,-4.964587156497372,-4.711704198482194,-9.31652742392766
"{""377"": -5, ""515"": 38}",-26.611882350800673,-19.55720656522672,-17.35997333535694,-12.565007576456702,-26.138989767310328,-15.004889103024018,-18.453117633195447,-14.389784320490794,-15.154840211993777
"{""377"": -14, ""515"": 45}",-2.5944825754907734,-2.5944825754907734,-3.139852372238507,-20.743665880960446,-5.708163953362243,-4.456266867153731,-4.964587156497372,-1.75559551797,-9.523362149688383
"{""377"": -11, ""515"": 44}",-19.76501815457871,-20.069007350369564,-25.730775366537326,-7.808988798351587,-14.853423336387896,-14.389784320490794,-18.33648245777318,-18.90811087050819,-8.896569150012917
"{""377"": -11, ""515"": 45}",-6.429655775783431,-2.5944825754907734,-14.545886477285885,-4.711704198482194,-4.964587156497372,-7.358421383891018,-4.198249360761345,-5.214941284932398,-4.198249360761345
"{""377"": 22, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 18}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 23}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 15, ""515"": 18}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 46, ""515"": -20}",-24.455863081543594,-24.566191406220877,-21.958598492493756,-17.486373602003372,-24.17014203351613,-19.345175558847792,-15.4502588917751,-18.568586456863493,-26.472900559727155
"{""377"": 71, ""515"": -45}",-0.6,-10.925583744166149,-7.875251233861302,-4.0760791255806,-7.875251233861302,-4.0760791255806,-6.816907697032244,-10.429882569864796,-7.348738620061922
"{""377"": 93, ""515"": -46}",-7.875251233861302,-3.51119103594,-1.194,-5.188965150981547,-16.50117984252878,-7.875251233861302,-0.6,-0.6,-0.6
"{""377"": 100, ""515"": -49}",-4.0760791255806,-4.635318334324794,-4.0760791255806,-3.51119103594,-6.816907697032244,-1.194,-13.330718436051193,-3.51119103594,-4.0760791255806
"{""377"": 103, ""515"": -51}",-2.940597006,-2.3642393999999998,-5.188965150981547,-0.6,-0.6,-7.875251233861302,0.0,-1.78206,-0.6
"{""377"": 100, ""515"": -51}",-2.940597006,0.0,-1.194,-1.78206,-8.39649872152269,-0.6,-5.7370754994717315,0.0,-2.940597006
"{""377"": 107, ""515"": -50}",-13.330718436051193,-2.3642393999999998,-0.6,-1.194,-0.6,-1.194,-1.194,-19.456257056383,-3.51119103594
"{""377"": 113, ""515"": -47}",-4.0760791255806,-3.51119103594,-8.912533734307463,-2.3642393999999998,-3.51119103594,-1.78206,-4.635318334324794,-14.259437139173775,-1.78206
"{""377"": 105, ""515"": -39}",-7.348738620061922,-8.39649872152269,-1.78206,-19.861694485819168,-2.3642393999999998,-10.925583744166149,-21.443303874916893,-13.330718436051193,-5.7370754994717315
"{""377"": 103, ""515"": -53}",-2.940597006,-0.6,-3.51119103594,-1.78206,-2.3642393999999998,0.0,-0.6,-1.194,-1.194
"{""377"": 86, ""515"": -58}",-1.194,-2.3642393999999998,0.0,-1.194,-1.78206,-1.194,-5.188965150981547,-1.78206,-5.188965150981547
"{""377"": 74, ""515"": -48}",-1.78206,-6.816907697032244,-9.929174312994745,-1.194,-10.925583744166149,-2.3642393999999998,-4.635318334324794,-11.416327906724486,0.0
"{""377"": 73, ""515"": -48}",-1.78206,-1.194,-1.194,-2.3642393999999998,-1.194,-1.78206,0.0,0.0,-4.0760791255806
"{""377"": 75, ""515"": -42}",-1.194,-2.940597006,-2.3642393999999998,-7.348738620061922,-1.78206,-1.194,-1.78206,-1.78206,-6.279704744477014
"{""377"": 66, ""515"": -35}",-1.78206,-4.0760791255806,-1.194,-1.194,-1.78206,-0.6,-2.3642393999999998,-0.6,-0.6
"{""377"": 71, ""515"": -38}",-1.78206,-1.194,-4.635318334324794,-2.3642393999999998,-4.635318334324794,-4.635318334324794,-0.6,-2.3642393999999998,-2.940597006
"{""377"": 66, ""515"": -32}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 5, ""515"": 30}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 4, ""515"": 30}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 2, ""515"": 32}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 22}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 9, ""515"": 21}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 64, ""515"": -17}",-14.259437139173775,-25.47871500138427,-38.690351117695585,-54.172042218597035,-17.36680636366246,-32.047153489812366,-27.170601456554305,-17.793138300025834,-12.859311551566861
"{""377"": 78, ""515"": -27}",-25.823927851370428,-6.816907697032244,-43.42489993804746,-11.90216462765724,-5.188965150981547,-15.169674340104216,-13.330718436051193,-5.188965150981547,-43.25747468489642
"{""377"": 71, ""515"": -19}",-9.929174312994745,-37.137172913726985,-29.400855225026053,-11.416327906724486,-26.504031687128155,-38.47510213908645,-12.859311551566861,-5.7370754994717315,-31.1915126057147
"{""377"": 81, ""515"": -32}",-43.42489993804746,-13.797411251690681,-5.7370754994717315,-30.309680423987555,-7.348738620061922,-5.7370754994717315,-4.635318334324794,-55.18512413996641,-46.84576383801163
"{""377"": 90, ""515"": -33}",-4.0760791255806,-45.744446712702384,-3.51119103594,-28.145667422693183,-7.875251233861302,-7.875251233861302,-4.0760791255806,-6.279704744477014,-17.36680636366246
"{""377"": 91, ""515"": -25}",-13.797411251690681,-12.859311551566861,-12.859311551566861,-15.169674340104216,-25.823927851370428,-12.859311551566861,-27.823906487568873,-35.47078953464701,-12.859311551566861
"{""377"": 74, ""515"": -24}",-8.39649872152269,-3.51119103594,-7.875251233861302,-2.940597006,-6.279704744477014,-16.061797820736142,-13.797411251690681,-1.78206,-11.90216462765724
"{""377"": 42, ""515"": -14}",-6.191571490690334,-5.95108231382862,-3.674369310030961,-17.232296298340344,-2.8685377497358657,-8.68340318183123,-8.896569150012917,-24.566191406220877,-4.198249360761345
"{""377"": 26, ""515"": 0}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 5, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 4, ""515"": 29}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 14, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 7, ""515"": 30}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 4, ""515"": 31}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 8, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 6, ""515"": 27}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 0, ""515"": 30}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 15, ""515"": 11}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 33, ""515"": -7}",-26.099989663949827,-25.510757831891514,-23.28933978064056,-25.279401536766294,-26.508171554129884,-27.756110528194412,-25.03612213005794,-23.618228903129424,-29.242116455766954
"{""377"": 55, ""515"": -8}",-37.59214317274382,-9.929174312994745,-48.79972339705777,-32.32668195491424,-21.443303874916893,-10.429882569864796,-34.206659188566356,-20.263077540960975,-12.383142981380669
"{""377"": 69, ""515"": -18}",-34.71994667071388,-33.14860717417133,-29.706846672775793,-11.90216462765724,-40.72793552611247,-31.1915126057147,-11.90216462765724,-33.41712110242962,-42.21680475604748
"{""377"": 68, ""515"": -16}",-4.635318334324794,-11.90216462765724,-45.600451224951904,-17.793138300025834,-29.09177295457177,-55.18512413996641,-21.443303874916893,-5.188965150981547,-10.429882569864796
"{""377"": 58, ""515"": -9}",-18.63305484785532,-53.42502566619908,-37.59214317274382,-8.39649872152269,-34.972747204006744,-38.47510213908645,-4.635318334324794,-48.103544604665096,-2.940597006
"{""377"": 61, ""515"": -4}",-11.416327906724486,-8.912533734307463,-39.93738858660518,-18.63305484785532,-9.929174312994745,-24.422013215910013,-50.46343744801271,-9.929174312994745,-59.341806446067984
"{""377"": 70, ""515"": -4}",-52.507331264462884,-40.13801470073913,-51.79799970260409,-42.03717652126008,-51.54693522574391,-43.42489993804746,-39.93738858660518,-53.29152705458533,-39.32326899914891
"{""377"": 62, ""515"": 4}",-23.153086195939764,-21.71244996902373,-14.072833711346592,-18.453117633195447,-15.739798739828776,-27.733444977974155,-27.22883506932425,-17.61150986598334,-17.35997333535694
"{""377"": 55, ""515"": -5}",-11.90216462765724,-16.061797820736142,-26.838991370256874,-57.41793506794687,-12.859311551566861,-20.660446765551367,-21.443303874916893,-30.606583619747678,-24.777793083750915
"{""377"": 30, ""515"": -2}",-28.356792178664747,-12.211006607955007,-8.25058992126439,-7.808988798351587,-17.735394767323506,-28.49890131401023,-9.31652742392766,-10.721651937458446,-7.358421383891018
"{""377"": 17, ""515"": 9}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 10, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 7, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -7, ""515"": 38}",-4.711704198482194,-4.198249360761345,-6.191571490690334,-22.57983942318394,-5.708163953362243,-18.90811087050819,-5.462791872083074,-7.808988798351587,-16.84147494570266
"{""377"": 0, ""515"": 33}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -3, ""515"": 37}",-10.131538770480487,-7.808988798351587,-12.565007576456702,-7.584837170052108,-9.523362149688383,-10.330223382775683,-8.896569150012917,-11.849817985873898,-11.105291063903023
"{""377"": -5, ""515"": 40}",-9.31652742392766,-9.107603458512788,-7.129718569586887,-9.31652742392766,-12.211006607955007,-10.131538770480487,-10.131538770480487,-11.294238153263992,-9.7281285281915
"{""377"": -14, ""515"": 47}",-20.83622922215084,-24.780305145712063,-16.30170756768255,-6.429655775783431,-13.74944772099438,-13.082844286428362,-12.565007576456702,-16.30170756768255,-5.95108231382862
"{""377"": -5, ""515"": 31}",-14.700427612513026,-15.303291809873839,-14.853423336387896,-7.808988798351587,-10.330223382775683,-9.107603458512788,-10.330223382775683,-17.486373602003372,-10.131538770480487
"{""377"": 0, ""515"": 26}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 23}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": 22}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 37, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 34, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 37, ""515"": 20}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 38, ""515"": 28}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 28, ""515"": 38}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 39}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": -21, ""515"": 49}",-0.89103,-2.8685377497358657,-0.597,-1.1821196999999999,-0.597,-1.75559551797,-1.1821196999999999,-2.0380395627903,-0.597
"{""377"": -31, ""515"": 57}",-2.3642393999999998,-5.188965150981547,-2.940597006,-0.6,-2.940597006,-2.3642393999999998,-2.940597006,-4.635318334324794,-2.940597006
"{""377"": -32, ""515"": 57}",-0.6,-6.279704744477014,-16.936168044103493,-6.816907697032244,-2.940597006,-4.635318334324794,-1.78206,-0.6,-6.279704744477014
"{""377"": -31, ""515"": 64}",-8.39649872152269,-1.194,-6.816907697032244,-5.188965150981547,-11.416327906724486,-4.635318334324794,-13.797411251690681,-16.50117984252878,-6.279704744477014
"{""377"": -40, ""515"": 71}",0.0,-0.6,-1.194,-7.348738620061922,-2.940597006,-14.716842767782037,-0.6,-1.78206,-1.194
"{""377"": -41, ""515"": 74}",-16.061797820736142,-2.940597006,-4.0760791255806,-2.940597006,-2.940597006,-2.940597006,-7.875251233861302,-1.78206,-1.78206
"{""377"": -42, ""515"": 76}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 21, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 30, ""515"": 4}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 36, ""515"": -2}",-4.711704198482194,-4.456266867153731,-4.198249360761345,-4.964587156497372,-5.708163953362243,-4.964587156497372,-5.708163953362243,-6.665359218025596,-5.708163953362243
"{""377"": 36, ""515"": -3}",-8.030898910368071,-8.030898910368071,-15.004889103024018,-13.74944772099438,-13.419495685128437,-12.211006607955007,-17.85804081965027,-19.86736797303292,-12.388896541875457
"{""377"": 35, ""515"": -5}",-11.294238153263992,-7.584837170052108,-6.8987056258453405,-4.456266867153731,-3.408453848516122,-8.896569150012917,-6.191571490690334,-4.964587156497372,-4.456266867153731
"{""377"": 37, ""515"": -11}",-22.27546179708152,-24.780305145712063,-22.800225612475952,-22.94350112278768,-27.31114143893025,-24.11125457930922,-23.745226147957148,-22.1974361586682,-28.628720460173312
"{""377"": 51, ""515"": -25}",-37.137172913726985,-33.94612039249127,-53.68410588909843,-33.68294989140532,-27.823906487568873,-28.46421074846625,-30.309680423987555,-35.47078953464701,-44.237244764986265
"{""377"": 69, ""515"": -22}",-57.82346594065049,-34.972747204006744,-4.635318334324794,-26.504031687128155,-12.383142981380669,-25.130015152913405,-24.062639612030317,-32.047153489812366,-14.716842767782037
"{""377"": 76, ""515"": -25}",-27.49889544198876,-12.383142981380669,-38.038059523606215,-20.660446765551367,-7.348738620061922,-16.50117984252878,-5.188965150981547,-26.838991370256874,-57.365508690895695
"{""377"": 79, ""515"": -27}",-7.348738620061922,-52.431647741881704,-30.606583619747678,-10.925583744166149,-54.513093437262015,-9.929174312994745,-12.383142981380669,-8.912533734307463,-5.7370754994717315
"{""377"": 74, ""515"": -25}",-16.50117984252878,-25.47871500138427,-4.0760791255806,-49.022608901456316,-6.816907697032244,-4.0760791255806,-5.188965150981547,-58.69635185187444,-33.68294989140532
"{""377"": 88, ""515"": -31}",-7.348738620061922,-3.51119103594,-5.188965150981547,-4.0760791255806,-51.54693522574391,-53.29152705458533,-6.816907697032244,-3.51119103594,-12.859311551566861
"{""377"": 94, ""515"": -28}",-9.929174312994745,-16.50117984252878,-10.925583744166149,-10.925583744166149,-11.416327906724486,-19.861694485819168,-24.777793083750915,-33.41712110242962,-9.929174312994745
"{""377"": 88, ""515"": -22}",-10.925583744166149,-19.046724299376766,-9.929174312994745,-21.05384229789585,-18.215206917025576,-9.929174312994745,-10.925583744166149,-48.456881226361936,-29.400855225026053
"{""377"": 77, ""515"": -27}",-29.400855225026053,-6.279704744477014,-35.22301973196668,-6.279704744477014,-14.716842767782037,-12.859311551566861,-11.90216462765724,-4.0760791255806,-32.877380984011445
"{""377"": 55, ""515"": -27}",-6.816907697032244,-12.383142981380669,-5.7370754994717315,-6.279704744477014,-23.699635971747796,-0.6,-4.635318334324794,-49.45516191052942,-4.635318334324794
"{""377"": 47, ""515"": -21}",-16.70856055121481,-19.96869429330259,-26.40128615419565,-14.232105374233125,-23.93099918613667,-17.735394767323506,-21.62873734244821,-23.356446382834154,-17.735394767323506
"{""377"": 40, ""515"": -15}",-9.107603458512788,-4.456266867153731,-6.429655775783431,-1.75559551797,-4.711704198482194,-8.030898910368071,-12.031319806015158,-7.808988798351587,-3.674369310030961
"{""377"": 42, ""515"": -9}",-4.456266867153731,-7.129718569586887,-10.131538770480487,-7.129718569586887,-5.95108231382862,-6.8987056258453405,-21.10840237802374,-11.849817985873898,-17.61150986598334
"{""377"": 35, ""515"": -4}",-7.358421383891018,-4.456266867153731,-3.139852372238507,-3.139852372238507,-2.317659167162397,-1.75559551797,-3.937625616930651,-2.317659167162397,-3.408453848516122
"{""377"": 32, ""515"": 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 13}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": 1}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 36, ""515"": -10}",-22.03901250756882,-24.34329464497867,-25.898999851302044,-24.399861698528884,-23.745226147957148,-22.800225612475952,-25.510757831891514,-23.807773886477577,-26.810154489443654
"{""377"": 56, ""515"": -30}",-34.46459259668069,-29.09177295457177,-45.15967884636788,-39.11441313045344,-17.793138300025834,-36.43733829853168,-27.49889544198876,-32.32668195491424,-28.145667422693183
"{""377"": 74, ""515"": -27}",-35.22301973196668,-36.199331614678464,-21.05384229789585,-12.383142981380669,-36.43733829853168,-26.838991370256874,-17.793138300025834,-42.91753360360823,-7.875251233861302
"{""377"": 73, ""515"": -22}",-12.859311551566861,-37.365801184589714,-11.416327906724486,-16.061797820736142,-22.588476306527983,-21.05384229789585,-20.660446765551367,-19.456257056383,-45.455001237325156
"{""377"": 70, ""515"": -18}",-43.59065093866698,-9.929174312994745,-50.46343744801271,-40.920656170851345,-9.423408396964389,-58.39001694360686,-23.699635971747796,-5.188965150981547,-6.279704744477014
"{""377"": 67, ""515"": -18}",-17.793138300025834,-27.170601456554305,-9.929174312994745,-26.165688572856723,-9.929174312994745,-7.348738620061922,-7.348738620061922,-59.14525107129705,-15.169674340104216
"{""377"": 77, ""515"": -11}",-30.606583619747678,-45.00977661249281,-33.68294989140532,-30.309680423987555,-42.394636708487006,-31.479597479657553,-40.72793552611247,-45.15967884636788,-53.87169426008632
"{""377"": 67, ""515"": -1}",-26.504031687128155,-59.550746965357476,-57.49462497849378,-25.47871500138427,-25.823927851370428,-53.74726483020745,-26.165688572856723,-52.65643537230007,-56.5093096813975
"{""377"": 45, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 23, ""515"": 5}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 20, ""515"": 6}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 8}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 18, ""515"": 15}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 14}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 22, ""515"": 11}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 17, ""515"": 17}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 10}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 28, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 24, ""515"": 10}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 26, ""515"": 7}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 28, ""515"": 2}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"{""377"": 58, ""515"": -11}",-39.32326899914891,-43.754744429280315,-27.49889544198876,-43.42489993804746,-26.838991370256874,-31.764801504860976,-7.875251233861302,-19.456257056383,-27.170601456554305
"{""377"": 59, ""515"": -8}",-30.009778206048036,-16.061797820736142,-21.443303874916893,-10.429882569864796,-24.422013215910013,-42.570690341402134,-50.93082390281114,-49.022608901456316,-7.875251233861302
"{""377"": 60, ""515"": -8}",-17.793138300025834,-1.78206,-4.0760791255806,-40.533268208194414,-25.47871500138427,-7.348738620061922,-18.63305484785532,-4.0760791255806,-54.11317395817883
"{""377"": 60, ""515"": -11}",-19.861694485819168,-55.136489030269104,-21.05384229789585,-10.429882569864796,-25.130015152913405,-34.972747204006744,-7.348738620061922,-55.136489030269104,-12.859311551566861
"{""377"": 59, ""515"": -2}",-8.912533734307463,-11.90216462765724,-43.42489993804746,-29.706846672775793,-15.169674340104216,-13.330718436051193,-52.72987101857707,-13.797411251690681,-58.272671481663316
