,"(1, 515)","(3, 515)","(5, 515)","(10, 515)","(0, 0)"
"{""377"": 37, ""515"": -11}",-0.24755705560646504,-0.7502444551512012,-1.1593294369820368,-4.316499975217011,0.0
"{""377"": 31, ""515"": -6}",-0.06562709361551085,-0.07351492515,-0.2616543643532089,-0.4780896249559775,0.0
"{""377"": 32, ""515"": 1}",-0.22086693072606803,-0.4448284575006459,-0.8106773773492916,-1.264139528342018,0.0
"{""377"": 26, ""515"": 5}",-0.06997082267935574,-0.27313959360415374,-0.413715596374781,-0.2450497505,0.0
"{""377"": 23, ""515"": 11}",-0.033967326046505,-0.059105985,-0.1462996264975,-0.5233087287064178,0.0
"{""377"": 64, ""515"": -17}",-3.937625616930651,-2.5944825754907734,-3.139852372238507,-1.75559551797,-29.559543538278948
"{""377"": 68, ""515"": -16}",-6.429655775783431,-28.20122955985603,-4.198249360761345,-6.8987056258453405,-29.992093562818546
"{""377"": 75, ""515"": -26}",-29.136335740831658,-6.665359218025596,-24.985981949553477,-28.306493337275157,-6.429655775783431
"{""377"": 84, ""515"": -27}",-1.75559551797,-26.745387704768547,-1.470298503,-4.456266867153731,-3.408453848516122
"{""377"": 90, ""515"": -24}",-20.460328085425672,-15.739798739828776,-27.20084350436793,-12.031319806015158,-12.211006607955007
"{""377"": 86, ""515"": -20}",-15.154840211993777,-13.911953243784437,-29.98336677644892,-17.85804081965027,-16.16334097745712
"{""377"": 69, ""515"": -19}",-11.294238153263992,-27.77854942291247,-3.674369310030961,-28.7218778586337,-22.03901250756882
"{""377"": 48, ""515"": -20}",-0.07852840330803657,-0.3904494399175794,-2.4848428040819583,-1.1497842709742236,0.0
"{""377"": 35, ""515"": -9}",-0.2525806701998964,-0.9049832903669617,-1.518222429105487,-4.6685083863980745,0.0
"{""377"": 29, ""515"": -4}",-0.0148505,-0.1704226924258061,-0.21620688129089774,-0.38627652786039945,0.0
"{""377"": 24, ""515"": 7}",-0.047808962495597754,-0.12972412877453865,-0.1462996264975,-0.33967326046505,0.0
"{""377"": 31, ""515"": 3}",-0.00995,-0.02985,-0.0742525,-0.05,0.0
"{""377"": 29, ""515"": 4}",-0.13384831517280119,-0.5457217709041932,-0.9874848321561583,-1.4113473370086245,0.0
"{""377"": 33, ""515"": -3}",-0.0148505,-0.015,-0.04975,-0.148505,0.0
"{""377"": 44, ""515"": -18}",-0.07852840330803657,-0.8805754932991672,-0.34985411339677874,-2.7623839311809455,0.0
"{""377"": 83, ""515"": -36}",-14.853423336387896,-2.0380395627903,-5.95108231382862,-3.139852372238507,-1.470298503
"{""377"": 77, ""515"": -26}",-23.28933978064056,-13.74944772099438,-25.326607521398632,-17.35997333535694,-3.674369310030961
"{""377"": 80, ""515"": -28}",-2.5944825754907734,-19.237551069543226,-6.191571490690334,-4.456266867153731,-16.30170756768255
"{""377"": 92, ""515"": -35}",-1.470298503,-16.023576744906183,-2.317659167162397,-0.89103,-1.1821196999999999
"{""377"": 81, ""515"": -15}",-28.69592680199337,-26.437273292653693,-29.971665789839975,-13.585300728277153,-23.356446382834154
"{""377"": 55, ""515"": -27}",-3.674369310030961,-2.5944825754907734,-27.11516089820553,-1.470298503,-2.0380395627903
"{""377"": 32, ""515"": -7}",-0.047808962495597754,-0.11588295835811985,-0.169836630232525,-0.5680756414193536,0.0
"{""377"": 37, ""515"": -6}",-0.052330872870641774,-0.22281334335768657,-0.23904481247798876,-0.6997082267935575,0.0
"{""377"": 44, ""515"": -11}",-0.11497842709742236,-0.2482293578248686,-0.45523265600692286,-2.2086693072606804,0.0
"{""377"": 53, ""515"": -19}",0.0,0.0,0.0,0.0,0.0
"{""377"": 12, ""515"": 21}",-0.3632554244888918,-0.6792650364138578,-0.6875491601053659,-2.2086693072606804,0.0
"{""377"": 13, ""515"": 13}",-0.0827431192749562,-0.2607470642466199,-0.413715596374781,-0.7427111445256219,0.0
"{""377"": 39, ""515"": 8}",-0.005,0.0,-0.025,0.0,0.0
"{""377"": 42, ""515"": 9}",-0.019701995,-0.101901978139515,0.0,-0.19701995,0.0
"{""377"": 43, ""515"": 9}",-0.061239488500516005,-0.0445515,-0.098509975,-0.6123948850051602,0.0
"{""377"": 52, ""515"": -3}",-13.252015843564077,-5.708163953362243,-9.523362149688383,-1.75559551797,-22.57983942318394
"{""377"": 54, ""515"": 3}",-0.89103,-2.317659167162397,-2.0380395627903,-15.4502588917751,-16.70856055121481
"{""377"": 60, ""515"": 6}",-22.727500618662578,-16.30170756768255,-27.31114143893025,-16.30170756768255,-24.228440613180968
"{""377"": 53, ""515"": 13}",-24.985981949553477,-5.95108231382862,-7.584837170052108,-15.303291809873839,-19.55720656522672
"{""377"": 34, ""515"": 16}",-0.061239488500516005,-0.3214827887891716,-0.21620688129089774,-0.4780896249559775,0.0
"{""377"": 12, ""515"": 16}",-0.02450497505,-0.11588295835811985,-0.12252487525,-0.292599252995,0.0
"{""377"": 0, ""515"": 26}",-0.20648160903125767,-0.19688128084653256,-0.669241575864006,-0.7427111445256219,0.0
"{""377"": 4, ""515"": 21}",-0.052330872870641774,-0.0877797758985,-0.21620688129089774,-0.6123948850051602,0.0
"{""377"": 4, ""515"": 29}",-0.22915746201657308,-0.8551664797141592,-1.6969973135880208,-2.2365826141880736,0.0
"{""377"": 10, ""515"": 21}",-0.038627652786039954,-0.14342688748679328,-0.2840378207096768,-0.5680756414193536,0.0
"{""377"": 13, ""515"": 20}",-0.353288639237392,-0.695597662189222,-1.1727361426122165,-2.1232262501153563,0.0
"{""377"": 8, ""515"": 26}",-0.04324137625817955,-0.07351492515,-0.169836630232525,-0.9918470523047702,0.0
"{""377"": 14, ""515"": 23}",-0.0292599252995,-0.11588295835811985,-0.23904481247798876,-0.6123948850051602,0.0
"{""377"": 12, ""515"": 23}",-0.11882864282644813,-0.4864064264095751,-1.2629033509994818,-0.6997082267935575,0.0
"{""377"": 16, ""515"": 10}",-0.13014981330585979,-0.5552645531951512,-0.632069764171009,-1.5179339097521314,0.0
"{""377"": 53, ""515"": -2}",-1.470298503,-0.89103,-1.1821196999999999,-0.89103,-3.408453848516122
"{""377"": 56, ""515"": -4}",-10.330223382775683,-5.214941284932398,-7.358421383891018,-8.68340318183123,-28.600877931000216
"{""377"": 54, ""515"": -5}",-11.849817985873898,-10.914435418083862,-18.21866914926584,-3.139852372238507,-6.191571490690334
"{""377"": 63, ""515"": -6}",-8.896569150012917,-11.105291063903023,-6.665359218025596,-28.796673375393734,-29.994325308630806
"{""377"": 72, ""515"": -6}",-29.674194190803654,-29.39245736763452,-29.998940698117142,-29.380121791281013,-29.943313103141353
"{""377"": 60, ""515"": -10}",-24.780305145712063,-28.34019411986338,-8.468084022051746,-27.908548378796695,-29.979458254799088
"{""377"": 47, ""515"": -19}",-0.2623299789971464,-0.2482293578248686,-2.4851444322807272,-0.9918470523047702,0.0
"{""377"": 33, ""515"": -8}",-0.052330872870641774,-0.20991246803806723,-0.21620688129089774,-0.38627652786039945,0.0
"{""377"": 38, ""515"": -5}",-0.07852840330803657,-0.5263460574473964,-0.776377285327305,-1.7544868581579878,0.0
"{""377"": 34, ""515"": -3}",-0.02450497505,-0.101901978139515,-0.04975,-0.4780896249559775,0.0
"{""377"": 29, ""515"": 5}",-0.00995,-0.11588295835811985,-0.2616543643532089,-0.292599252995,0.0
"{""377"": 11, ""515"": 23}",-0.13384831517280119,-0.40154494551840364,-0.632069764171009,-1.1497842709742236,0.0
"{""377"": 8, ""515"": 25}",-0.22915746201657308,-0.2975541156914311,-0.7589669548760657,-1.55275457065461,0.0
"{""377"": 39, ""515"": -13}",-0.2151993987614203,-0.636967875034607,-1.0759969938071015,-4.274015468921088,0.0
"{""377"": 65, ""515"": -18}",-1.470298503,-1.75559551797,-0.89103,-1.470298503,-27.844528726502546
"{""377"": 69, ""515"": -18}",-28.614869151690215,-15.739798739828776,-29.410501991358405,-23.8696961476128,-3.937625616930651
"{""377"": 60, ""515"": -8}",-8.468084022051746,-20.743665880960446,-10.526921148947926,-13.419495685128437,-29.999999458053427
"{""377"": 73, ""515"": -16}",-13.419495685128437,-29.837150192007385,-5.462791872083074,-7.808988798351587,-29.025632897483685
"{""377"": 79, ""515"": -13}",-29.015790805539076,-29.05457257479552,-29.999991575418314,-29.03537656850885,-29.95124596075803
"{""377"": 62, ""515"": -12}",-15.154840211993777,-18.79607158637191,-7.358421383891018,-24.93533530257927,-27.33803002454095
"{""377"": 43, ""515"": -15}",-0.12641395283420181,-0.4658263711963831,-2.4998653642713555,-0.8691568808220664,0.0
"{""377"": 30, ""515"": -5}",-0.033967326046505,-0.15699261861192534,-0.12252487525,-0.5233087287064178,0.0
"{""377"": 28, ""515"": 3}",-0.052330872870641774,-0.11588295835811985,-0.169836630232525,-0.5680756414193536,0.0
"{""377"": 2, ""515"": 32}",-0.019701995,-0.0445515,-0.04975,-0.292599252995,0.0
"{""377"": 2, ""515"": 31}",-0.1819072569680644,-0.43417015909156154,-0.6875491601053659,-1.264139528342018,0.0
"{""377"": -4, ""515"": 34}",0.0,-1.1821196999999999,-0.597,-2.0380395627903,-3.937625616930651
"{""377"": 9, ""515"": 17}",-0.09513606588937072,-0.3449352812922671,-0.45523265600692286,-0.8691568808220664,0.0
"{""377"": 33, ""515"": -7}",-0.15179339097521313,-0.5263460574473964,-0.8275706035757987,-4.112387366206181,0.0
"{""377"": 59, ""515"": -12}",-5.95108231382862,-4.456266867153731,-3.139852372238507,-4.456266867153731,-29.966047042638593
"{""377"": 66, ""515"": -14}",-7.358421383891018,-18.682900592294857,-4.964587156497372,-7.129718569586887,-29.9948160715601
"{""377"": 66, ""515"": 0}",-25.510757831891514,-24.83250209425494,-21.958598492493756,-29.997748975875542,-27.493808109803837
"{""377"": 59, ""515"": -9}",-29.082652714751518,-14.545886477285885,-15.004889103024018,-23.93099918613667,-29.790633406983822
"{""377"": 35, ""515"": -7}",-0.3835677685259969,-1.3010401828359262,-2.4771136842310835,-0.7852840330803657,0.0
"{""377"": 11, ""515"": 20}",-0.06562709361551085,-0.1704226924258061,-0.2616543643532089,-1.0319285817817225,0.0
"{""377"": 6, ""515"": 27}",-0.2716951261280426,-0.4448284575006459,-0.8106773773492916,-1.4472338636385382,0.0
"{""377"": 10, ""515"": 24}",-0.14113473370086244,-0.3214827887891716,-0.7056736685043122,-1.882373025543999,0.0
"{""377"": 8, ""515"": 18}",-0.08691568808220664,-0.15699261861192534,-0.3281354680775543,-0.5233087287064178,0.0
"{""377"": 35, ""515"": 12}",-0.005,-0.02985,0.0,0.0,0.0
"{""377"": 43, ""515"": 8}",-0.005,-0.0445515,-0.025,-0.19701995,0.0
"{""377"": 39, ""515"": 13}",-0.019701995,-0.015,-0.04975,-0.19701995,0.0
"{""377"": 40, ""515"": 9}",-0.00995,-0.101901978139515,-0.04975,-0.05,0.0
"{""377"": 37, ""515"": 20}",-0.019701995,-0.015,-0.12252487525,-0.19701995,0.0
"{""377"": 38, ""515"": 28}",-0.033967326046505,-0.14342688748679328,-0.19313826393019973,0.0,0.0
"{""377"": 35, ""515"": 31}",-0.005,-0.02985,-0.025,-0.148505,0.0
"{""377"": 28, ""515"": 22}",-0.0292599252995,-0.0445515,-0.04975,-0.19701995,0.0
"{""377"": 3, ""515"": 25}",-0.02450497505,-0.015,-0.3061974425025801,-0.148505,0.0
"{""377"": -12, ""515"": 38}",-2.8685377497358657,-2.5944825754907734,-1.470298503,-1.470298503,-7.129718569586887
"{""377"": -28, ""515"": 53}",-0.597,-0.3,-1.75559551797,-0.89103,-0.597
"{""377"": -24, ""515"": 57}",-0.597,-0.89103,-22.727500618662578,-1.470298503,-8.25058992126439
"{""377"": -28, ""515"": 59}",-4.198249360761345,-1.1821196999999999,-1.75559551797,-14.389784320490794,-0.597
"{""377"": -30, ""515"": 63}",-1.470298503,-1.75559551797,-8.68340318183123,-1.470298503,-11.666482814014039
"{""377"": -30, ""515"": 64}",0.0,0.0,0.0,0.0,0.0
"{""377"": 59, ""515"": -33}",-1.470298503,-5.214941284932398,-1.75559551797,-0.89103,-8.896569150012917
"{""377"": 85, ""515"": -38}",-8.25058992126439,-3.937625616930651,-6.665359218025596,-4.456266867153731,0.0
"{""377"": 88, ""515"": -37}",-8.030898910368071,-3.139852372238507,-1.1821196999999999,-2.0380395627903,-7.808988798351587
"{""377"": 86, ""515"": -34}",-7.584837170052108,-9.523362149688383,-27.144009289223476,-1.470298503,-3.408453848516122
"{""377"": 76, ""515"": -27}",-24.28615620704916,-5.95108231382862,-29.933423713091788,-13.585300728277153,-5.462791872083074
"{""377"": 89, ""515"": -32}",-2.317659167162397,-26.020803656718524,-3.139852372238507,-3.937625616930651,-3.408453848516122
"{""377"": 98, ""515"": -32}",-14.853423336387896,-5.462791872083074,-16.70856055121481,-6.665359218025596,-9.31652742392766
"{""377"": 84, ""515"": -34}",-4.456266867153731,-6.191571490690334,-0.597,-5.708163953362243,-14.232105374233125
"{""377"": 53, ""515"": -25}",-11.294238153263992,-3.408453848516122,-28.483738701020435,-2.317659167162397,-4.456266867153731
"{""377"": 39, ""515"": -14}",-0.06562709361551085,-0.02985,-0.169836630232525,-0.0995,0.0
"{""377"": 33, ""515"": 1}",-0.005,-0.02985,-0.025,-0.148505,0.0
"{""377"": 19, ""515"": 14}",-0.22365826141880735,-0.9049832903669617,-1.5569083826912387,-2.6232997899714636,0.0
"{""377"": 55, ""515"": -29}",-6.429655775783431,-5.708163953362243,-2.317659167162397,-3.408453848516122,-26.215823870940852
"{""377"": 87, ""515"": -36}",-3.139852372238507,-1.75559551797,-0.597,-5.708163953362243,-7.358421383891018
"{""377"": 90, ""515"": -38}",-1.470298503,-2.0380395627903,-9.31652742392766,-0.89103,-0.597
"{""377"": 88, ""515"": -39}",-13.74944772099438,-0.89103,-2.5944825754907734,-4.456266867153731,-4.711704198482194
"{""377"": 87, ""515"": -30}",-2.0380395627903,-20.460328085425672,-2.8685377497358657,-1.470298503,-2.5944825754907734
"{""377"": 72, ""515"": -22}",-11.294238153263992,-20.266634104097207,-3.408453848516122,-24.83250209425494,-20.6501675565257
"{""377"": 31, ""515"": -5}",-0.17544868581579878,-0.6282503788228353,-0.7236169318192691,-1.9444138023356734,0.0
"{""377"": 22, ""515"": 3}",-0.10319285817817224,-0.4658263711963831,-0.5159642908908613,-1.4113473370086245,0.0
"{""377"": 36, ""515"": -10}",-0.19749696643123169,-1.164466989032028,-0.5748921354871118,-2.180474047738061,0.0
"{""377"": 51, ""515"": -25}",-6.191571490690334,-8.030898910368071,-5.214941284932398,-8.030898910368071,-27.64047008479054
"{""377"": 73, ""515"": -26}",-4.456266867153731,-5.462791872083074,-5.708163953362243,-3.139852372238507,-29.559543538278948
"{""377"": 67, ""515"": -16}",-25.857575607375804,-12.911963925685214,-29.999619977252785,-25.730775366537326,-5.214941284932398
"{""377"": 61, ""515"": -9}",-7.358421383891018,-13.252015843564077,-3.408453848516122,-10.330223382775683,-29.996425945275895
"{""377"": 66, ""515"": -17}",-27.056586979089413,-21.01858826063004,-29.83047003496026,-7.358421383891018,-4.456266867153731
"{""377"": 70, ""515"": -13}",-6.429655775783431,-15.59575630285735,-5.95108231382862,-9.7281285281915,-29.9927773332686
"{""377"": 49, ""515"": 1}",-0.12264035639818364,-0.27313959360415374,-2.266736958697329,-4.028357005586024,0.0
"{""377"": 27, ""515"": 1}",-0.45987603449972025,-1.4984952306122412,-1.4466644446130792,-1.4472338636385382,0.0
"{""377"": 21, ""515"": 4}",-0.09104653120138456,-0.30957857453451676,-0.5159642908908613,-1.0716092959639054,0.0
"{""377"": 24, ""515"": 9}",-0.22086693072606803,-0.8354280275607407,-1.369890874333811,-2.5008148505040038,0.0
"{""377"": 18, ""515"": 13}",-0.061239488500516005,-0.18371846550154805,-0.2616543643532089,-0.33967326046505,0.0
"{""377"": 14, ""515"": 16}",-0.15179339097521313,-0.3449352812922671,-0.5941432141322407,-1.1882864282644814,0.0
"{""377"": 24, ""515"": 2}",-0.1913549295288559,-0.6874723860497193,-1.2121572064404909,-2.1232262501153563,0.0
"{""377"": 72, ""515"": -25}",-4.711704198482194,-6.8987056258453405,-7.358421383891018,-4.711704198482194,-28.900740374065904
"{""377"": 79, ""515"": -28}",-15.154840211993777,-9.31652742392766,-14.232105374233125,-19.55720656522672,-6.429655775783431
"{""377"": 67, ""515"": -15}",-10.330223382775683,-10.526921148947926,-7.129718569586887,-10.721651937458446,-29.999992303999324
"{""377"": 72, ""515"": -23}",-19.96869429330259,-27.442922262834237,-28.483738701020435,-18.568586456863493,-5.95108231382862
"{""377"": 76, ""515"": -19}",-10.914435418083862,-29.855652393833466,-7.584837170052108,-11.294238153263992,-29.972782270773777
"{""377"": 47, ""515"": -22}",-0.0148505,-0.059105985,-0.34985411339677874,-0.38627652786039945,0.0
"{""377"": 52, ""515"": -19}",-2.0380395627903,-3.937625616930651,-1.470298503,-2.317659167162397,-19.019029761803107
"{""377"": 48, ""515"": -17}",-0.0148505,0.0,-0.4756803294468536,-0.5233087287064178,0.0
"{""377"": 43, ""515"": -10}",-0.047808962495597754,-0.7116052687116565,-0.8106773773492916,-1.1108932030042664,0.0
"{""377"": 40, ""515"": -6}",0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 7}",-0.0292599252995,-0.02985,-0.0742525,-0.4780896249559775,0.0
"{""377"": 36, ""515"": -3}",-0.14472338636385382,-0.40154494551840364,-0.669241575864006,-1.264139528342018,0.0
"{""377"": 35, ""515"": -5}",0.0,0.0,0.0,-0.148505,0.0
"{""377"": 40, ""515"": -14}",-0.4590613554736458,-1.3452448045476346,-2.147788967739331,-4.901750331893067,0.0
"{""377"": 74, ""515"": -22}",-4.711704198482194,-21.01858826063004,-13.585300728277153,-4.198249360761345,-24.11125457930922
"{""377"": 84, ""515"": -35}",-17.35997333535694,-1.470298503,-8.896569150012917,-20.266634104097207,-4.711704198482194
"{""377"": 86, ""515"": -36}",-4.964587156497372,-3.937625616930651,-0.597,-1.1821196999999999,-5.708163953362243
"{""377"": 59, ""515"": -31}",-5.462791872083074,-1.1821196999999999,-19.661634499574454,-5.95108231382862,-2.317659167162397
"{""377"": 54, ""515"": -29}",-1.75559551797,-1.1821196999999999,-4.964587156497372,-1.470298503,-0.597
"{""377"": 56, ""515"": -23}",-1.470298503,-4.198249360761345,-3.937625616930651,-2.5944825754907734,-10.721651937458446
"{""377"": 59, ""515"": -28}",-1.470298503,-4.711704198482194,-0.597,-1.1821196999999999,-0.3
"{""377"": 60, ""515"": -27}",-2.317659167162397,-5.708163953362243,-2.317659167162397,-2.5944825754907734,-6.665359218025596
"{""377"": 70, ""515"": -36}",0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 22}",-0.2575043148629184,-0.9049832903669617,-1.3469450814547606,-2.935251644330558,0.0
"{""377"": 3, ""515"": 27}",-0.14113473370086244,-0.4553801729256395,-0.7413807625010764,-1.3750983202107319,0.0
"{""377"": 62, ""515"": -15}",-6.191571490690334,-9.523362149688383,-5.462791872083074,-9.523362149688383,-29.999962714536593
"{""377"": 64, ""515"": -12}",-3.674369310030961,-20.6501675565257,-3.139852372238507,-5.462791872083074,-29.922590965428174
"{""377"": 59, ""515"": -10}",-27.442922262834237,-23.083925450444205,-25.940009852789025,-7.808988798351587,-5.95108231382862
"{""377"": 65, ""515"": -15}",-15.59575630285735,-24.455863081543594,-8.468084022051746,-29.784224663720998,-27.950168266058643
"{""377"": 36, ""515"": -11}",-0.02450497505,-0.0877797758985,0.0,-0.148505,0.0
"{""377"": 44, ""515"": -13}",-0.00995,-0.02985,-0.04975,-0.4780896249559775,0.0
"{""377"": 51, ""515"": -18}",-3.408453848516122,-7.808988798351587,-3.937625616930651,-0.3,-23.014066111559803
"{""377"": 58, ""515"": -24}",0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 10}",-0.047808962495597754,-0.2482293578248686,-0.23904481247798876,-0.4324137625817955,0.0
"{""377"": 25, ""515"": 10}",-0.25992927171428926,-0.4658263711963831,-0.413715596374781,-1.301498133058598,0.0
"{""377"": 52, ""515"": -26}",-3.139852372238507,-6.665359218025596,-6.191571490690334,-5.95108231382862,-23.745226147957148
"{""377"": 84, ""515"": -33}",-14.232105374233125,-4.964587156497372,-2.8685377497358657,-11.105291063903023,-10.131538770480487
"{""377"": 85, ""515"": -33}",-3.408453848516122,-8.68340318183123,-18.21866914926584,-1.1821196999999999,-7.808988798351587
"{""377"": 83, ""515"": -26}",-3.139852372238507,-27.41709319478206,-2.0380395627903,-3.937625616930651,-7.584837170052108
"{""377"": 71, ""515"": -21}",-8.25058992126439,-26.253665632231442,-3.408453848516122,-17.735394767323506,-12.211006607955007
"{""377"": 54, ""515"": -26}",-6.429655775783431,-1.470298503,-23.745226147957148,-3.408453848516122,-3.408453848516122
"{""377"": 28, ""515"": -3}",-0.07427111445256218,-0.37924185850260544,-0.45523265600692286,-1.264139528342018,0.0
"{""377"": 9, ""515"": 24}",-0.32062585115905406,-0.7036416855673299,-0.8772434290789939,-2.291574620165731,0.0
"{""377"": 4, ""515"": 26}",-0.0148505,-0.14342688748679328,-0.169836630232525,-0.148505,0.0
"{""377"": 59, ""515"": -8}",-8.896569150012917,-4.964587156497372,-11.294238153263992,-5.214941284932398,-20.168317276865867
"{""377"": 50, ""515"": -1}",-0.2424314412880982,-0.22281334335768657,-0.6132017819909182,-0.19701995,0.0
"{""377"": 47, ""515"": 10}",-0.0292599252995,-0.0877797758985,-0.21620688129089774,-1.3750983202107319,0.0
"{""377"": 49, ""515"": 17}",-0.061239488500516005,-1.0686245859497032,-0.4959235261523851,-2.5992927171428923,0.0
"{""377"": 36, ""515"": 14}",-0.038627652786039954,-0.33326796090127986,-0.169836630232525,-1.0319285817817225,0.0
"{""377"": -1, ""515"": 26}",-3.408453848516122,-3.139852372238507,-4.198249360761345,-5.95108231382862,-29.790633406983822
"{""377"": -2, ""515"": 33}",-2.0380395627903,-1.1821196999999999,-3.139852372238507,-3.674369310030961,-28.759839364354423
"{""377"": 0, ""515"": 33}",-0.36995726931113687,-1.4226476227436193,-1.3469450814547606,-3.8239168537979484,0.0
"{""377"": 1, ""515"": 33}",-0.033967326046505,-0.059105985,-0.1462996264975,-0.38627652786039945,0.0
"{""377"": 23, ""515"": 7}",-0.17544868581579878,-0.37924185850260544,-0.45523265600692286,-1.5179339097521314,0.0
"{""377"": 62, ""515"": -5}",-4.456266867153731,-9.930847242909584,-3.139852372238507,-13.082844286428362,-29.532165960162537
"{""377"": 29, ""515"": -1}",-0.4489307855007195,-0.9226558816597725,-2.1782491472758623,-1.1497842709742236,0.0
"{""377"": 10, ""515"": 15}",-0.0827431192749562,-0.22281334335768657,-0.413715596374781,-0.7852840330803657,0.0
"{""377"": 22, ""515"": 9}",-0.02450497505,-0.02985,-0.0742525,-0.38627652786039945,0.0
"{""377"": 32, ""515"": 2}",-0.0148505,-0.015,-0.04975,-0.148505,0.0
"{""377"": 18, ""515"": 12}",-0.14113473370086244,-0.5263460574473964,-0.632069764171009,-1.301498133058598,0.0
"{""377"": 52, ""515"": -5}",-3.408453848516122,-2.317659167162397,-2.0380395627903,-2.0380395627903,-29.109898846470685
"{""377"": 54, ""515"": -2}",-11.481295771731352,-6.8987056258453405,-8.25058992126439,-10.914435418083862,-29.99870486257768
"{""377"": 65, ""515"": -8}",-6.665359218025596,-16.438690492005723,-7.358421383891018,-10.914435418083862,-29.99967642667869
"{""377"": 36, ""515"": -8}",-0.4047692701174862,-0.4864064264095751,-2.4934182707060653,-1.301498133058598,0.0
"{""377"": 12, ""515"": 13}",-0.038627652786039954,-0.18371846550154805,-0.23904481247798876,-0.5233087287064178,0.0
"{""377"": 19, ""515"": 12}",-0.08691568808220664,-0.2355852099241097,-0.4756803294468536,-0.5680756414193536,0.0
"{""377"": 12, ""515"": 22}",-0.12264035639818364,-0.592490899293695,-0.776377285327305,-1.301498133058598,0.0
"{""377"": 21, ""515"": 9}",-0.033967326046505,-0.059105985,-0.1462996264975,-0.292599252995,0.0
"{""377"": 78, ""515"": -31}",-13.082844286428362,-5.214941284932398,-2.8685377497358657,-0.89103,-24.511304450728158
"{""377"": 82, ""515"": -31}",-8.030898910368071,-8.68340318183123,-8.030898910368071,-11.294238153263992,-4.198249360761345
"{""377"": 96, ""515"": -30}",-15.303291809873839,-10.526921148947926,-12.739357500692135,-15.59575630285735,-3.937625616930651
"{""377"": 93, ""515"": -27}",-9.107603458512788,-17.735394767323506,-20.168317276865867,-20.743665880960446,-6.8987056258453405
"{""377"": 82, ""515"": -32}",-7.808988798351587,-6.665359218025596,-1.1821196999999999,-16.438690492005723,-4.711704198482194
"{""377"": 65, ""515"": -37}",-4.456266867153731,-1.75559551797,-17.61150986598334,-1.1821196999999999,-1.1821196999999999
"{""377"": 48, ""515"": -23}",-0.047808962495597754,-0.0877797758985,-0.4756803294468536,-0.2450497505,0.0
"{""377"": 49, ""515"": -18}",-0.0292599252995,-0.101901978139515,-0.04975,-0.0995,0.0
"{""377"": 46, ""515"": -12}",0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": -3}",-0.24755705560646504,-0.6874723860497193,-0.7589669548760657,-1.6885897950800814,0.0
"{""377"": 50, ""515"": -3}",-0.02450497505,-0.07351492515,-0.169836630232525,-0.33967326046505,0.0
"{""377"": 45, ""515"": 6}",-0.0148505,-0.07351492515,-0.2616543643532089,-0.38627652786039945,0.0
"{""377"": 51, ""515"": -2}",-3.674369310030961,-4.198249360761345,-14.072833711346592,-1.1821196999999999,-8.468084022051746
"{""377"": 46, ""515"": 11}",-0.005,-0.02985,-0.098509975,-1.338483151728012,0.0
"{""377"": 30, ""515"": -2}",-0.3576461133634022,-0.5552645531951512,-2.0863435108381627,-0.6123948850051602,0.0
"{""377"": 5, ""515"": 20}",-0.052330872870641774,-0.14342688748679328,-0.19313826393019973,-0.33967326046505,0.0
"{""377"": 5, ""515"": 26}",-0.02450497505,-0.11588295835811985,-0.098509975,-0.33967326046505,0.0
"{""377"": 26, ""515"": 0}",-0.22086693072606803,-0.6874723860497193,-1.0324080451562883,-2.291574620165731,0.0
"{""377"": 69, ""515"": -22}",-4.964587156497372,-5.708163953362243,-7.129718569586887,-3.937625616930651,-29.999604388584526
"{""377"": 75, ""515"": -24}",-25.4196080317228,-6.665359218025596,-25.898999851302044,-27.756110528194412,-3.937625616930651
"{""377"": 82, ""515"": -25}",-4.456266867153731,-27.756110528194412,-2.0380395627903,-3.139852372238507,-9.31652742392766
"{""377"": 88, ""515"": -22}",-14.545886477285885,-15.882400752430488,-29.987941240001884,-20.069007350369564,-15.739798739828776
"{""377"": 16, ""515"": 18}",-0.13014981330585979,-0.2975541156914311,-0.5358046479819527,-1.6213547546985831,0.0
"{""377"": 11, ""515"": 19}",-0.02450497505,-0.14342688748679328,-0.2840378207096768,-0.4780896249559775,0.0
"{""377"": 66, ""515"": -9}",-4.198249360761345,-8.030898910368071,-5.95108231382862,-11.105291063903023,-29.997726238258124
"{""377"": 25, ""515"": 0}",-0.09513606588937072,-0.2482293578248686,-0.632069764171009,-1.0319285817817225,0.0
"{""377"": 35, ""515"": -4}",-0.05680756414193536,-0.18371846550154805,-0.12252487525,-0.6123948850051602,0.0
"{""377"": 69, ""515"": -20}",-27.844528726502546,-3.408453848516122,-29.503086666102188,-10.330223382775683,-3.937625616930651
"{""377"": 38, ""515"": 12}",-0.05680756414193536,-0.8287151793542836,-0.19313826393019973,-0.7852840330803657,0.0
"{""377"": 16, ""515"": 12}",-0.02450497505,-0.1704226924258061,-0.2840378207096768,-0.38627652786039945,0.0
"{""377"": 4, ""515"": 22}",-0.038627652786039954,-0.2355852099241097,-0.4345784404110332,-0.7427111445256219,0.0
