,"(1, 377)","(3, 377)","(5, 377)","(10, 377)","(0, 0)"
"{""377"": 54, ""515"": -7}",-7.129718569586887,-17.61150986598334,-5.95108231382862,-25.326607521398632,-1.470298503
"{""377"": 61, ""515"": -10}",-8.468084022051746,-3.674369310030961,-5.708163953362243,-5.708163953362243,-29.83384368126455
"{""377"": 63, ""515"": -11}",-15.4502588917751,-29.899474419071815,-29.999999978042464,-18.099665807339232,-14.072833711346592
"{""377"": 64, ""515"": -15}",-13.252015843564077,-11.294238153263992,-14.072833711346592,-12.739357500692135,-29.999999997688644
"{""377"": 68, ""515"": -11}",-29.300666980564728,-29.632433021374165,-29.983533108684433,-7.808988798351587,-7.584837170052108
"{""377"": 78, ""515"": -12}",-22.727500618662578,-28.572470085705763,-23.422881919005814,-29.286467687546914,-29.999924651272313
"{""377"": 80, ""515"": -14}",-15.154840211993777,-26.099989663949827,-26.5776589402027,-20.266634104097207,-29.99984619264386
"{""377"": 61, ""515"": -11}",-21.958598492493756,-29.96357234239246,-29.624969922838655,-14.853423336387896,-20.363967763056234
"{""377"": 39, ""515"": -11}",-8.896569150012917,-12.388896541875457,-20.6501675565257,-27.733444977974155,-29.85993966208422
"{""377"": 25, ""515"": 1}",-0.49884487883537687,-1.4998730221940662,-2.259596741517129,-4.7148978682281415,0.0
"{""377"": 14, ""515"": 11}",-0.061239488500516005,-0.3449352812922671,-0.650749066529299,-0.6997082267935575,0.0
"{""377"": 25, ""515"": 8}",-0.2850554932380531,-0.3449352812922671,-0.5358046479819527,-1.8190725696806438,0.0
"{""377"": 17, ""515"": 14}",-0.09104653120138456,-0.2854081976681122,-0.5159642908908613,-0.9104653120138457,0.0
"{""377"": 16, ""515"": 17}",-0.30947644094772514,-0.4864064264095751,-0.8275706035757987,-2.264216788046193,0.0
"{""377"": 18, ""515"": 16}",-0.14113473370086244,-0.5065769385240245,-0.7936135124740319,-1.301498133058598,0.0
"{""377"": 22, ""515"": 15}",-0.06997082267935574,-0.1704226924258061,-0.21620688129089774,-0.4780896249559775,0.0
"{""377"": 21, ""515"": 14}",0.0,0.0,-0.0742525,-0.19701995,0.0
"{""377"": 17, ""515"": 17}",-0.13384831517280119,-0.4864064264095751,-0.5941432141322407,-1.3750983202107319,0.0
"{""377"": 20, ""515"": 13}",-0.2500814850504004,-0.43417015909156154,-1.0026099838345968,-2.094167929409451,0.0
"{""377"": 16, ""515"": 14}",-0.11882864282644813,-0.4658263711963831,-0.6875491601053659,-1.3750983202107319,0.0
"{""377"": 38, ""515"": -12}",-24.228440613180968,-19.128839464185077,-19.019029761803107,-18.568586456863493,-29.971949131941575
"{""377"": 58, ""515"": -32}",-3.937625616930651,-4.198249360761345,-5.214941284932398,-2.5944825754907734,-1.470298503
"{""377"": 80, ""515"": -33}",-22.800225612475952,-2.0380395627903,-2.317659167162397,-5.708163953362243,-9.31652742392766
"{""377"": 91, ""515"": -40}",-0.597,-3.674369310030961,-4.456266867153731,-0.597,-0.3
"{""377"": 87, ""515"": -38}",-3.408453848516122,-7.129718569586887,-2.0380395627903,-7.808988798351587,-20.363967763056234
"{""377"": 91, ""515"": -34}",-1.75559551797,-12.911963925685214,-5.708163953362243,-5.708163953362243,-0.3
"{""377"": 99, ""515"": -33}",-12.211006607955007,-3.139852372238507,-2.0380395627903,-5.95108231382862,-14.700427612513026
"{""377"": 91, ""515"": -25}",-26.842052944549216,-9.930847242909584,-9.31652742392766,-14.700427612513026,-26.873632415103724
"{""377"": 79, ""515"": -29}",-4.456266867153731,-9.7281285281915,-12.388896541875457,-15.154840211993777,-4.198249360761345
"{""377"": 57, ""515"": -29}",-11.105291063903023,-2.0380395627903,-3.139852372238507,-4.456266867153731,-19.019029761803107
"{""377"": 40, ""515"": -15}",-16.023576744906183,-1.75559551797,-5.708163953362243,-5.214941284932398,-0.597
"{""377"": 33, ""515"": 0}",-0.4961416271801915,-0.4761681074844193,-0.3926420165401828,-2.3720175623721884,0.0
"{""377"": 29, ""515"": 2}",-0.047808962495597754,-0.367921069194551,-0.7236169318192691,-0.827431192749562,0.0
"{""377"": 26, ""515"": 7}",-0.09918470523047701,-0.14342688748679328,-0.3281354680775543,-0.8691568808220664,0.0
"{""377"": 7, ""515"": 30}",-0.033967326046505,-0.22281334335768657,-0.2616543643532089,-0.2450497505,0.0
"{""377"": 5, ""515"": 30}",-0.11497842709742236,-0.22281334335768657,-0.4959235261523851,-3.8356776852599688,0.0
"{""377"": -1, ""515"": 35}",-0.038627652786039954,0.0,-0.098509975,-0.2450497505,0.0
"{""377"": 7, ""515"": 27}",-0.0148505,-0.101901978139515,-0.169836630232525,-0.292599252995,0.0
"{""377"": 7, ""515"": 26}",-0.11882864282644813,-0.4658263711963831,-0.8275706035757987,-0.9104653120138457,0.0
"{""377"": 8, ""515"": 22}",-0.13750983202107317,-0.4234042011025874,-0.7589669548760657,-1.3750983202107319,0.0
"{""377"": 20, ""515"": 6}",-0.49654545121523347,-1.174432654990788,-1.5377598027662878,-2.806912490950445,0.0
"{""377"": 56, ""515"": -9}",-22.57983942318394,-10.526921148947926,-29.99995620985013,-18.79607158637191,-8.68340318183123
"{""377"": 50, ""515"": 1}",-0.02450497505,-0.5263460574473964,-0.04975,-0.5233087287064178,0.0
"{""377"": 58, ""515"": -6}",-10.526921148947926,-29.999815692247093,-29.949246052727233,-19.55720656522672,-10.721651937458446
"{""377"": 65, ""515"": -16}",-28.405597094166225,-9.7281285281915,-8.896569150012917,-19.55720656522672,-29.999562561635837
"{""377"": 67, ""515"": -10}",-20.743665880960446,-29.999985060287027,-29.99890827272536,-16.438690492005723,-11.105291063903023
"{""377"": 71, ""515"": -5}",-25.555650253572598,-23.991689194275303,-28.127443356605273,-29.893226021820915,-29.70237077396877
"{""377"": 68, ""515"": -2}",-29.99735627038607,-17.232296298340344,-29.95124596075803,-21.62873734244821,-29.62872022361027
"{""377"": 56, ""515"": -6}",-14.545886477285885,-29.45604384015014,-25.46541195140557,-12.565007576456702,-27.41709319478206
"{""377"": 34, ""515"": -6}",-6.191571490690334,-9.930847242909584,-29.477477883233306,-29.30766031075908,-24.83250209425494
"{""377"": 20, ""515"": 5}",-0.0827431192749562,-0.2355852099241097,-1.1593294369820368,-1.1108932030042664,0.0
"{""377"": 27, ""515"": 6}",-0.2872049383056726,-0.3904494399175794,-0.7236169318192691,-1.5179339097521314,0.0
"{""377"": 33, ""515"": -2}",-2.317659167162397,-13.911953243784437,-29.939789599499566,-8.68340318183123,-8.25058992126439
"{""377"": 39, ""515"": -6}",-29.857095869895133,-6.8987056258453405,-5.708163953362243,-7.808988798351587,-29.55509448311005
"{""377"": 37, ""515"": -3}",-0.3,0.0,0.0,-0.3,-1.470298503
"{""377"": 15, ""515"": 22}",-0.005,0.0,0.0,0.0,0.0
"{""377"": 14, ""515"": 21}",-0.09104653120138456,-0.6874723860497193,-0.37135557226281096,-0.9513606588937072,0.0
"{""377"": 20, ""515"": 14}",-0.15872270249480638,-0.5647119076631997,-0.6875491601053659,-1.264139528342018,0.0
"{""377"": 22, ""515"": 11}",-0.1913549295288559,-0.5263460574473964,-0.650749066529299,-1.8508818439838373,0.0
"{""377"": 27, ""515"": -1}",-29.980853751112697,-19.019029761803107,-14.853423336387896,-13.585300728277153,-29.968353624984466
"{""377"": 63, ""515"": -16}",-24.051772302332548,-7.808988798351587,-7.129718569586887,-13.082844286428362,-2.0380395627903
"{""377"": 58, ""515"": -7}",-6.8987056258453405,-2.8685377497358657,-1.1821196999999999,-3.408453848516122,-18.568586456863493
"{""377"": 53, ""515"": -1}",-5.708163953362243,-28.944055589373615,-24.511304450728158,-20.363967763056234,-2.8685377497358657
"{""377"": 58, ""515"": -9}",-18.099665807339232,-5.462791872083074,-6.8987056258453405,-8.25058992126439,-27.800763928683345
"{""377"": 52, ""515"": 5}",-0.019701995,-0.20991246803806723,-0.8442948975400407,-0.38627652786039945,0.0
"{""377"": 54, ""515"": 12}",-0.07427111445256218,-0.22281334335768657,-0.19313826393019973,-0.7427111445256219,0.0
"{""377"": 44, ""515"": 22}",-0.02450497505,-0.12972412877453865,-0.12252487525,0.0,0.0
"{""377"": 29, ""515"": 21}",-0.02450497505,-0.14342688748679328,-0.098509975,-0.148505,0.0
"{""377"": 2, ""515"": 26}",-0.07852840330803657,-0.12972412877453865,-0.04975,-0.19701995,0.0
"{""377"": -4, ""515"": 30}",-0.04324137625817955,-0.0877797758985,-0.2616543643532089,-0.33967326046505,0.0
"{""377"": -6, ""515"": 31}",-0.038627652786039954,-0.0877797758985,-0.098509975,-0.4780896249559775,0.0
"{""377"": -1, ""515"": 34}",-0.038627652786039954,-0.3904494399175794,-0.9095362848403219,-1.338483151728012,0.0
"{""377"": 4, ""515"": 27}",-0.04324137625817955,-0.14342688748679328,-0.3061974425025801,-0.4780896249559775,0.0
"{""377"": 1, ""515"": 32}",-0.12641395283420181,-0.7116052687116565,-0.7589669548760657,-1.3750983202107319,0.0
"{""377"": 5, ""515"": 29}",-0.10319285817817224,-0.3904494399175794,-0.7589669548760657,-2.264216788046193,0.0
"{""377"": 18, ""515"": 19}",-0.033967326046505,-0.20991246803806723,-0.3061974425025801,-0.5233087287064178,0.0
"{""377"": 16, ""515"": 19}",-0.11108932030042662,-0.33326796090127986,-0.37135557226281096,-1.6551412071515974,0.0
"{""377"": 14, ""515"": 20}",-0.4921240060633426,-1.472802192007507,-2.465443248717852,-4.907499887792086,0.0
"{""377"": 15, ""515"": 19}",-0.4861727926443881,-1.4593438622122943,-2.3671330911805186,-4.879876715075238,0.0
"{""377"": 13, ""515"": 17}",-0.44296098233671194,-1.3236450279863576,-2.262000774101958,-4.499470628692553,0.0
"{""377"": 15, ""515"": 11}",-0.42442353252342635,-0.9830817249787229,-1.0470839647047254,-2.9143956003338967,0.0
"{""377"": 32, ""515"": -6}",-28.18306016147074,-19.345175558847792,-28.10852864303563,-13.74944772099438,-29.931385802821385
"{""377"": 53, ""515"": -6}",-3.139852372238507,-17.61150986598334,-12.911963925685214,-27.950168266058643,-2.5944825754907734
"{""377"": 57, ""515"": -6}",-3.139852372238507,-0.89103,-2.0380395627903,-4.198249360761345,-22.504888306246404
"{""377"": 55, ""515"": -3}",-5.214941284932398,-21.877372214640157,-24.28615620704916,-15.882400752430488,-3.674369310030961
"{""377"": 55, ""515"": -6}",-4.964587156497372,-2.317659167162397,-2.5944825754907734,-2.0380395627903,-25.815732936743235
"{""377"": 64, ""515"": -7}",-8.468084022051746,-27.908548378796695,-25.183554266673088,-3.937625616930651,-3.139852372238507
"{""377"": 70, ""515"": -4}",-29.77761974785195,-27.442922262834237,-27.616636449283373,-29.992328391909272,-28.306493337275157
"{""377"": 63, ""515"": 3}",-0.3947007769016356,-1.1137730898540763,-2.0821651624627906,-1.882373025543999,0.0
"{""377"": 51, ""515"": -1}",-6.8987056258453405,-29.380121791281013,-14.700427612513026,-5.708163953362243,-29.670903223033992
"{""377"": 17, ""515"": 8}",-0.038627652786039954,-0.3904494399175794,-0.413715596374781,-1.5872270249480638,0.0
"{""377"": 15, ""515"": 18}",-0.2575043148629184,-0.7116052687116565,-1.2504074252520019,-2.5258067019989636,0.0
"{""377"": 1, ""515"": 30}",-0.04324137625817955,-0.14342688748679328,-0.169836630232525,-0.6123948850051602,0.0
"{""377"": 3, ""515"": 30}",-0.10319285817817224,-0.30957857453451676,-0.9254409219919186,-1.2264035639818365,0.0
"{""377"": 3, ""515"": 31}",-0.047808962495597754,-0.0445515,-0.0742525,-0.148505,0.0
"{""377"": 17, ""515"": 20}",-0.49625622471131264,-1.4877054035958264,-2.4873511114213986,-4.963307258395573,0.0
"{""377"": 6, ""515"": 28}",-0.033967326046505,-0.07351492515,-0.2616543643532089,-0.148505,0.0
"{""377"": 1, ""515"": 29}",-0.005,-0.02985,0.0,-0.0995,0.0
"{""377"": 55, ""515"": -8}",-3.674369310030961,-6.191571490690334,-18.453117633195447,-28.995807372246787,-3.674369310030961
"{""377"": 66, ""515"": -15}",-20.555724804571415,-19.451723803259313,-19.128839464185077,-21.71244996902373,-29.999999999999822
"{""377"": 59, ""515"": -7}",-17.85804081965027,-29.99927696863234,-29.999999917255742,-17.735394767323506,-14.389784320490794
"{""377"": 61, ""515"": -12}",-29.99738270768221,-6.191571490690334,-5.708163953362243,-12.211006607955007,-29.300666980564728
"{""377"": 60, ""515"": -3}",-10.914435418083862,-29.11879985800598,-22.1974361586682,-4.456266867153731,-3.674369310030961
"{""377"": 64, ""515"": 2}",-0.3487977821654892,-0.9882509077289356,-2.4560166568378192,-1.4472338636385382,0.0
"{""377"": 59, ""515"": 7}",-0.15179339097521313,-1.4563805929712959,-0.9567746476442796,-3.673168751261472,0.0
"{""377"": 37, ""515"": 13}",-0.0292599252995,-0.11588295835811985,-0.19313826393019973,-0.4324137625817955,0.0
"{""377"": 17, ""515"": 11}",-0.12264035639818364,-0.12972412877453865,-0.3061974425025801,-0.5233087287064178,0.0
"{""377"": -6, ""515"": 32}",-0.019701995,-0.07351492515,-1.1593294369820368,-0.33967326046505,0.0
"{""377"": -9, ""515"": 34}",-0.061239488500516005,-0.101901978139515,-0.2840378207096768,-0.38627652786039945,0.0
"{""377"": -5, ""515"": 38}",-0.11108932030042662,-0.19688128084653256,-0.413715596374781,-0.827431192749562,0.0
"{""377"": -14, ""515"": 45}",-0.00995,-0.059105985,-0.098509975,-0.2450497505,0.0
"{""377"": -8, ""515"": 41}",-0.09918470523047701,-0.1704226924258061,-0.413715596374781,-0.4324137625817955,0.0
"{""377"": -11, ""515"": 45}",0.0,0.0,0.0,0.0,0.0
"{""377"": 19, ""515"": 18}",0.0,-0.015,0.0,0.0,0.0
"{""377"": 17, ""515"": 18}",-0.0148505,-0.07351492515,-0.12252487525,-0.2450497505,0.0
"{""377"": 10, ""515"": 23}",-0.14827615250021528,-0.8287151793542836,-1.1593294369820368,-1.5179339097521314,0.0
"{""377"": 30, ""515"": -4}",-29.992328391909272,-24.566191406220877,-20.83622922215084,-19.019029761803107,-29.999999999998717
"{""377"": 45, ""515"": -19}",-18.21866914926584,-20.555724804571415,-21.544179133786074,-29.999937749245348,-27.5188700287058
"{""377"": 70, ""515"": -23}",-28.10852864303563,-2.5944825754907734,-6.191571490690334,-11.849817985873898,-2.5944825754907734
"{""377"": 76, ""515"": -25}",-5.708163953362243,-11.666482814014039,-20.168317276865867,-14.853423336387896,-29.66757901316565
"{""377"": 77, ""515"": -25}",-16.438690492005723,-6.665359218025596,-15.154840211993777,-14.700427612513026,-2.0380395627903
"{""377"": 68, ""515"": -19}",-22.6540410289521,-11.849817985873898,-12.565007576456702,-28.628720460173312,-29.999999827666926
"{""377"": 69, ""515"": -12}",-10.131538770480487,-29.646916626924266,-29.958068681227438,-9.107603458512788,-7.584837170052108
"{""377"": 77, ""515"": -11}",-27.756110528194412,-29.790633406983822,-27.908548378796695,-29.334941256950533,-29.995630242806595
"{""377"": 67, ""515"": -1}",-27.056586979089413,-24.620529492158667,-29.22672834993057,-28.7218778586337,-27.756110528194412
"{""377"": 64, ""515"": -14}",-22.57983942318394,-23.8696961476128,-17.103329594283178,-25.940009852789025,-14.700427612513026
"{""377"": 33, ""515"": -5}",-25.644092813526505,-11.849817985873898,-19.019029761803107,-19.661634499574454,-25.08576090875736
"{""377"": 17, ""515"": 9}",-0.39256277614696006,-1.3513427767216877,-0.6132017819909182,-1.0319285817817225,0.0
"{""377"": 11, ""515"": 14}",-0.047808962495597754,-0.18371846550154805,-0.23904481247798876,-0.6562709361551086,0.0
"{""377"": 21, ""515"": 10}",-0.052330872870641774,-0.19688128084653256,-0.1462996264975,-0.33967326046505,0.0
"{""377"": 23, ""515"": 10}",-0.1819072569680644,-0.6015659903007581,-0.6132017819909182,-3.410054680904281,0.0
"{""377"": 25, ""515"": 9}",-0.155275457065461,-0.3904494399175794,-0.9567746476442796,-1.301498133058598,0.0
"{""377"": 12, ""515"": 25}",-0.038627652786039954,-0.14342688748679328,-0.2616543643532089,-0.6123948850051602,0.0
"{""377"": 10, ""515"": 25}",-0.19444138023356736,-0.40154494551840364,-0.5358046479819527,-1.4113473370086245,0.0
"{""377"": 24, ""515"": 6}",-0.0292599252995,-0.12972412877453865,-0.0742525,-0.148505,0.0
"{""377"": 46, ""515"": -20}",-4.198249360761345,-18.33648245777318,-27.908548378796695,-13.74944772099438,-11.849817985873898
"{""377"": 57, ""515"": -10}",-11.105291063903023,-6.191571490690334,-29.66757901316565,-14.072833711346592,-3.674369310030961
"{""377"": 48, ""515"": 1}",-0.033967326046505,-0.11588295835811985,-0.1462996264975,-0.33967326046505,0.0
"{""377"": 51, ""515"": 6}",-0.155275457065461,-0.2607470642466199,-0.34985411339677874,-1.0716092959639054,0.0
"{""377"": 52, ""515"": 14}",-0.0292599252995,-0.27313959360415374,-0.37135557226281096,-0.5680756414193536,0.0
"{""377"": 37, ""515"": 29}",-0.02450497505,-0.059105985,-0.025,-0.2450497505,0.0
"{""377"": 27, ""515"": 23}",-0.0148505,-0.02985,-0.12252487525,-0.38627652786039945,0.0
"{""377"": -5, ""515"": 33}",-0.00995,-0.07351492515,-0.04975,-0.05,0.0
"{""377"": -11, ""515"": 37}",-0.00995,-0.02985,-0.19313826393019973,-0.148505,0.0
"{""377"": -18, ""515"": 43}",-0.038627652786039954,-0.07351492515,-0.12252487525,-0.05,0.0
"{""377"": -20, ""515"": 53}",-7.584837170052108,-4.711704198482194,-3.139852372238507,-5.708163953362243,-20.069007350369564
"{""377"": -27, ""515"": 58}",-4.198249360761345,-0.3,-7.129718569586887,-1.1821196999999999,-4.198249360761345
"{""377"": -16, ""515"": 49}",-0.047808962495597754,-0.27313959360415374,-0.3061974425025801,-0.6123948850051602,0.0
"{""377"": -16, ""515"": 50}",0.0,0.0,0.0,0.0,0.0
"{""377"": 18, ""515"": 15}",-0.16885897950800813,-0.8867697383661755,-0.9411865127719995,-2.935251644330558,0.0
"{""377"": 57, ""515"": -31}",-5.95108231382862,-7.129718569586887,-6.429655775783431,-3.937625616930651,-1.1821196999999999
"{""377"": 71, ""515"": -24}",-29.572625535648523,-10.914435418083862,-19.345175558847792,-6.429655775783431,-4.456266867153731
"{""377"": 80, ""515"": -29}",-6.191571490690334,-11.294238153263992,-16.30170756768255,-18.21866914926584,-21.544179133786074
"{""377"": 75, ""515"": -23}",-16.16334097745712,-4.711704198482194,-13.585300728277153,-18.90811087050819,-2.8685377497358657
"{""377"": 85, ""515"": -36}",-10.330223382775683,-7.129718569586887,-1.470298503,-2.0380395627903,-23.68204661409813
"{""377"": 93, ""515"": -36}",-2.5944825754907734,-3.674369310030961,-7.584837170052108,-5.708163953362243,-0.3
"{""377"": 100, ""515"": -34}",-13.585300728277153,-4.198249360761345,-4.456266867153731,-4.198249360761345,-10.526921148947926
"{""377"": 95, ""515"": -29}",-16.023576744906183,-9.7281285281915,-8.25058992126439,-7.358421383891018,-22.57983942318394
"{""377"": 81, ""515"": -31}",-1.470298503,-10.526921148947926,-10.330223382775683,-6.191571490690334,-3.139852372238507
"{""377"": 64, ""515"": -36}",-17.85804081965027,-1.1821196999999999,-1.470298503,-3.139852372238507,-6.8987056258453405
"{""377"": 45, ""515"": -20}",-15.59575630285735,-1.1821196999999999,-2.317659167162397,-4.964587156497372,-5.95108231382862
"{""377"": 48, ""515"": -15}",-11.105291063903023,-13.082844286428362,-3.674369310030961,-5.95108231382862,-23.745226147957148
"{""377"": 46, ""515"": -15}",-0.89103,-5.462791872083074,-6.665359218025596,-21.877372214640157,-2.317659167162397
"{""377"": 55, ""515"": -21}",0.0,0.0,0.0,0.0,0.0
"{""377"": 16, ""515"": 21}",-0.052330872870641774,-0.11588295835811985,-0.3061974425025801,-0.38627652786039945,0.0
"{""377"": 9, ""515"": 25}",-0.13014981330585979,-0.43417015909156154,-0.8772434290789939,-1.5179339097521314,0.0
"{""377"": 2, ""515"": 28}",-0.00995,0.0,-0.04975,-0.148505,0.0
"{""377"": 19, ""515"": 7}",-0.4878663348560846,-1.0418114611075424,-0.4959235261523851,-2.094167929409451,0.0
"{""377"": 34, ""515"": -8}",-26.611882350800673,-28.985664012370492,-13.74944772099438,-9.523362149688383,-29.92784972126067
"{""377"": 62, ""515"": -11}",-12.388896541875457,-2.317659167162397,-3.937625616930651,-2.5944825754907734,-28.586745384848705
"{""377"": 57, ""515"": -8}",-6.191571490690334,-4.456266867153731,-8.25058992126439,-5.462791872083074,-29.987446585377636
"{""377"": 61, ""515"": -4}",-10.721651937458446,-29.983533108684433,-29.77310452795832,-6.191571490690334,-9.107603458512788
"{""377"": 62, ""515"": 4}",-0.36187416615039575,-1.4862682105386498,-2.3657910011924432,-2.345472285224433,0.0
"{""377"": 57, ""515"": -7}",-16.023576744906183,-24.83250209425494,-14.545886477285885,-19.451723803259313,-28.356792178664747
"{""377"": 26, ""515"": 2}",-0.14113473370086244,-0.22281334335768657,-0.776377285327305,-4.130050857618678,0.0
"{""377"": 15, ""515"": 10}",-0.11497842709742236,-0.2607470642466199,-0.45523265600692286,-1.5872270249480638,0.0
"{""377"": 21, ""515"": 12}",-0.1786941989576408,-0.4864064264095751,-1.3116498949857318,-1.9444138023356734,0.0
"{""377"": 12, ""515"": 19}",-0.06562709361551085,-0.22281334335768657,-0.3926420165401828,-1.0716092959639054,0.0
"{""377"": 22, ""515"": 12}",-0.047808962495597754,-0.0877797758985,-0.12252487525,-0.19701995,0.0
"{""377"": 19, ""515"": 15}",-0.2094167929409451,-0.4448284575006459,-0.8772434290789939,-1.1882864282644814,0.0
"{""377"": 20, ""515"": 10}",-0.033967326046505,-0.14342688748679328,-0.12252487525,-0.148505,0.0
"{""377"": 43, ""515"": -17}",-16.023576744906183,-27.22883506932425,-29.99984619264386,-17.97946041145377,-27.11516089820553
"{""377"": 56, ""515"": -5}",-4.456266867153731,-4.964587156497372,-3.408453848516122,-4.711704198482194,-27.568244515134552
"{""377"": 53, ""515"": -4}",-7.358421383891018,-1.470298503,-0.597,-1.1821196999999999,-20.743665880960446
"{""377"": 48, ""515"": 9}",-0.07852840330803657,-0.2975541156914311,-0.098509975,-0.2450497505,0.0
"{""377"": 46, ""515"": 4}",-0.061239488500516005,-0.5740647885865677,-0.23904481247798876,-0.33967326046505,0.0
"{""377"": 14, ""515"": 12}",-0.2670596124151032,-0.8354280275607407,-0.5358046479819527,-1.4472338636385382,0.0
"{""377"": 13, ""515"": 12}",-0.0827431192749562,-0.18371846550154805,-0.5358046479819527,-0.7852840330803657,0.0
"{""377"": 17, ""515"": 16}",-0.2575043148629184,-0.9049832903669617,-1.1991486933742332,-2.739781748667622,0.0
"{""377"": 8, ""515"": 23}",-0.07852840330803657,-0.30957857453451676,-0.3281354680775543,-0.7427111445256219,0.0
"{""377"": 24, ""515"": 10}",-0.155275457065461,-0.2854081976681122,-0.6132017819909182,-0.9918470523047702,0.0
"{""377"": 30, ""515"": 3}",-0.4316499975217009,-0.37924185850260544,-0.632069764171009,-1.7217038971292806,0.0
"{""377"": 31, ""515"": -1}",-0.597,0.0,0.0,0.0,-6.429655775783431
"{""377"": 48, ""515"": -22}",-7.584837170052108,-20.460328085425672,-12.565007576456702,-24.620529492158667,-5.95108231382862
"{""377"": 74, ""515"": -23}",-27.970666583398057,-17.735394767323506,-29.996316542917075,-12.031319806015158,-29.99143160916644
"{""377"": 70, ""515"": -18}",-24.28615620704916,-16.30170756768255,-21.285345170701067,-21.544179133786074,-2.8685377497358657
"{""377"": 60, ""515"": -11}",-15.739798739828776,-4.198249360761345,-14.545886477285885,-5.214941284932398,-29.517845489032286
"{""377"": 74, ""515"": -17}",-4.711704198482194,-26.020803656718524,-28.628720460173312,-11.849817985873898,-3.937625616930651
"{""377"": 82, ""515"": -16}",-15.882400752430488,-21.197318354243503,-27.68742473010321,-26.543089838588585,-29.998828700930577
"{""377"": 68, ""515"": -18}",-27.592562069983206,-12.211006607955007,-24.455863081543594,-21.197318354243503,-3.937625616930651
"{""377"": 50, ""515"": -22}",-8.030898910368071,-5.95108231382862,-4.964587156497372,-6.429655775783431,-28.43732571199232
"{""377"": 37, ""515"": -11}",-21.877372214640157,-26.177599869637223,-21.958598492493756,-17.85804081965027,-29.99998173421415
