,"(1, 377)","(3, 377)","(5, 377)","(10, 377)","(0, 0)"
"{""377"": 31, ""515"": -6}",-15.004889103024018,-13.082844286428362,-18.79607158637191,-26.93584713004316,-2.317659167162397
"{""377"": 32, ""515"": 1}",-0.42884625610895566,-0.619444827093773,-0.5941432141322407,-1.7217038971292806,0.0
"{""377"": 26, ""515"": 5}",-0.07427111445256218,-0.4125294960632196,-0.5554466015021332,-0.5233087287064178,0.0
"{""377"": 23, ""515"": 11}",-0.038627652786039954,-0.07351492515,-0.169836630232525,-0.292599252995,0.0
"{""377"": 64, ""515"": -17}",-28.543485446082812,-8.25058992126439,-15.882400752430488,-10.131538770480487,-3.139852372238507
"{""377"": 68, ""515"": -16}",-10.131538770480487,-29.613490195124037,-28.759839364354423,-29.03537656850885,-8.25058992126439
"{""377"": 75, ""515"": -26}",-12.031319806015158,-5.95108231382862,-11.105291063903023,-5.95108231382862,-29.979458254799088
"{""377"": 84, ""515"": -27}",-2.5944825754907734,-3.937625616930651,-15.303291809873839,-23.807773886477577,-2.5944825754907734
"{""377"": 90, ""515"": -24}",-17.61150986598334,-12.911963925685214,-12.739357500692135,-15.004889103024018,-27.77854942291247
"{""377"": 86, ""515"": -20}",-29.22672834993057,-15.739798739828776,-15.303291809873839,-15.59575630285735,-29.714098553015013
"{""377"": 69, ""515"": -19}",-27.92946289500873,-11.849817985873898,-24.34329464497867,-28.011050318388435,-3.674369310030961
"{""377"": 48, ""515"": -20}",-4.711704198482194,-9.31652742392766,-11.849817985873898,-9.7281285281915,-29.69632769510129
"{""377"": 35, ""515"": -9}",-27.800763928683345,-29.91941561929679,-19.451723803259313,-21.285345170701067,-29.999999999991264
"{""377"": 29, ""515"": -4}",-12.739357500692135,-6.665359218025596,-14.545886477285885,-26.842052944549216,-12.211006607955007
"{""377"": 24, ""515"": 7}",-0.02450497505,-0.3564859284793444,-0.37135557226281096,-0.4780896249559775,0.0
"{""377"": 31, ""515"": 3}",-0.0148505,0.0,-0.04975,-0.0995,0.0
"{""377"": 29, ""515"": 4}",-0.3276939083262412,-0.3904494399175794,-0.7413807625010764,-2.264216788046193,0.0
"{""377"": 33, ""515"": -3}",-0.597,-4.711704198482194,-3.408453848516122,-0.89103,-13.252015843564077
"{""377"": 44, ""515"": -18}",-7.358421383891018,-26.253665632231442,-28.49890131401023,-14.389784320490794,-22.03901250756882
"{""377"": 83, ""515"": -36}",-0.597,-1.1821196999999999,-0.597,-5.462791872083074,-17.232296298340344
"{""377"": 77, ""515"": -26}",-3.937625616930651,-5.462791872083074,-18.682900592294857,-5.95108231382862,-29.025632897483685
"{""377"": 80, ""515"": -28}",-20.363967763056234,-5.214941284932398,-6.665359218025596,-14.072833711346592,-2.317659167162397
"{""377"": 92, ""515"": -35}",-0.597,-7.808988798351587,-10.526921148947926,-4.456266867153731,-1.470298503
"{""377"": 81, ""515"": -15}",-27.616636449283373,-28.18306016147074,-27.02685553443375,-16.438690492005723,-29.917779429952848
"{""377"": 55, ""515"": -27}",-6.429655775783431,-4.198249360761345,-5.95108231382862,-5.95108231382862,-25.279401536766294
"{""377"": 32, ""515"": -7}",-8.896569150012917,-15.154840211993777,-28.405597094166225,-13.911953243784437,-3.139852372238507
"{""377"": 37, ""515"": -6}",-2.0380395627903,-27.283981251444697,-27.22883506932425,-8.030898910368071,-6.429655775783431
"{""377"": 44, ""515"": -11}",-28.97541819431363,-5.95108231382862,-11.481295771731352,-16.023576744906183,-25.03612213005794
"{""377"": 53, ""515"": -19}",0.0,0.0,0.0,0.0,0.0
"{""377"": 12, ""515"": 21}",-0.16551412071515972,-0.5457217709041932,-0.9095362848403219,-2.6232997899714636,0.0
"{""377"": 13, ""515"": 13}",-0.30364448582109754,-0.8867697383661755,-0.8934709947882039,-0.7427111445256219,0.0
"{""377"": 39, ""515"": 8}",0.0,0.0,-0.04975,0.0,0.0
"{""377"": 42, ""515"": 9}",-0.019701995,-0.059105985,-0.169836630232525,-0.19701995,0.0
"{""377"": 43, ""515"": 9}",0.0,-0.02985,-0.23904481247798876,-0.5680756414193536,0.0
"{""377"": 52, ""515"": -3}",-0.89103,-2.5944825754907734,-3.408453848516122,-2.0380395627903,-27.056586979089413
"{""377"": 54, ""515"": 3}",-0.05680756414193536,-0.4761681074844193,-0.8772434290789939,-2.575043148629184,0.0
"{""377"": 60, ""515"": 6}",-0.22086693072606803,-1.12145900536598,-1.0902370238690304,-3.09476440947725,0.0
"{""377"": 53, ""515"": 13}",-0.05680756414193536,-0.4125294960632196,-0.3061974425025801,-0.4324137625817955,0.0
"{""377"": 34, ""515"": 16}",-0.052330872870641774,-0.12972412877453865,-0.2840378207096768,-0.19701995,0.0
"{""377"": 12, ""515"": 16}",-0.033967326046505,-0.1704226924258061,-0.12252487525,-0.292599252995,0.0
"{""377"": 0, ""515"": 26}",-0.05680756414193536,-0.37924185850260544,-0.34985411339677874,-1.3750983202107319,0.0
"{""377"": 4, ""515"": 21}",-0.047808962495597754,-0.12972412877453865,-0.12252487525,-0.6123948850051602,0.0
"{""377"": 4, ""515"": 29}",-0.2525806701998964,-0.592490899293695,-1.4252774661902654,-2.3982973867484665,0.0
"{""377"": 10, ""515"": 21}",-0.033967326046505,-0.14342688748679328,-0.169836630232525,-0.2450497505,0.0
"{""377"": 13, ""515"": 20}",-0.2525806701998964,-0.7116052687116565,-0.9254409219919186,-1.882373025543999,0.0
"{""377"": 8, ""515"": 26}",-0.052330872870641774,-0.11588295835811985,-0.04975,-0.7852840330803657,0.0
"{""377"": 14, ""515"": 23}",-0.047808962495597754,-0.1704226924258061,-0.19313826393019973,-0.7852840330803657,0.0
"{""377"": 12, ""515"": 23}",-0.13384831517280119,-0.367921069194551,-0.4959235261523851,-0.7852840330803657,0.0
"{""377"": 16, ""515"": 10}",-0.4873686075961159,-1.4373656244623447,-0.7936135124740319,-2.1232262501153563,0.0
"{""377"": 53, ""515"": -2}",-0.597,-1.470298503,-0.597,-0.597,-4.456266867153731
"{""377"": 56, ""515"": -4}",-6.8987056258453405,-21.877372214640157,-15.303291809873839,-25.373341446184646,-4.198249360761345
"{""377"": 54, ""515"": -5}",-0.89103,-1.1821196999999999,-2.317659167162397,-1.470298503,-26.06059562015134
"{""377"": 63, ""515"": -6}",-24.051772302332548,-29.981608189712393,-28.586745384848705,-12.911963925685214,-5.95108231382862
"{""377"": 72, ""515"": -6}",-29.987191700211852,-28.88963674148071,-28.88963674148071,-29.976591164584626,-29.9800683651733
"{""377"": 60, ""515"": -10}",-19.96869429330259,-29.784224663720998,-29.971665789839975,-21.62873734244821,-14.389784320490794
"{""377"": 47, ""515"": -19}",-5.214941284932398,-10.131538770480487,-10.526921148947926,-6.665359218025596,-29.823515855495028
"{""377"": 33, ""515"": -8}",-7.808988798351587,-15.882400752430488,-26.810154489443654,-17.97946041145377,-2.5944825754907734
"{""377"": 38, ""515"": -5}",-26.508171554129884,-4.456266867153731,-5.462791872083074,-8.896569150012917,-27.616636449283373
"{""377"": 34, ""515"": -3}",-1.1821196999999999,-22.118622382493133,-20.168317276865867,-3.408453848516122,-7.584837170052108
"{""377"": 29, ""515"": 5}",-0.038627652786039954,-0.11588295835811985,-0.169836630232525,-0.148505,0.0
"{""377"": 11, ""515"": 23}",-0.19444138023356736,-0.4658263711963831,-0.5941432141322407,-0.9918470523047702,0.0
"{""377"": 8, ""515"": 25}",-0.2716951261280426,-0.2854081976681122,-0.9254409219919186,-1.0319285817817225,0.0
"{""377"": 39, ""515"": -13}",-17.103329594283178,-23.488653099815757,-18.568586456863493,-14.232105374233125,-29.999991825636812
"{""377"": 65, ""515"": -18}",-24.34329464497867,-1.75559551797,-7.358421383891018,-15.739798739828776,-2.0380395627903
"{""377"": 69, ""515"": -18}",-15.004889103024018,-7.584837170052108,-9.930847242909584,-7.129718569586887,-29.987941240001884
"{""377"": 60, ""515"": -8}",-11.294238153263992,-29.965704083473327,-29.999727246071238,-20.363967763056234,-9.31652742392766
"{""377"": 73, ""515"": -16}",-12.031319806015158,-27.616636449283373,-29.234461066431265,-28.18306016147074,-5.95108231382862
"{""377"": 79, ""515"": -13}",-29.334941256950533,-29.444999326752516,-29.328223491869224,-29.995450993812263,-29.999673158261302
"{""377"": 62, ""515"": -12}",-18.21866914926584,-23.28933978064056,-28.356792178664747,-11.294238153263992,-9.107603458512788
"{""377"": 43, ""515"": -15}",-11.481295771731352,-8.468084022051746,-14.700427612513026,-28.64243325557158,-29.95124596075803
"{""377"": 30, ""515"": -5}",-14.700427612513026,-10.330223382775683,-24.67432419723708,-10.526921148947926,-14.232105374233125
"{""377"": 28, ""515"": 3}",-0.04324137625817955,-0.20991246803806723,-0.9567746476442796,-0.38627652786039945,0.0
"{""377"": 2, ""515"": 32}",-0.0148505,-0.02985,-0.1462996264975,-0.19701995,0.0
"{""377"": 2, ""515"": 31}",-0.20648160903125767,-0.30957857453451676,-0.23904481247798876,-0.7852840330803657,0.0
"{""377"": -4, ""515"": 34}",-0.00995,-0.02985,-0.025,0.0,0.0
"{""377"": 9, ""515"": 17}",-0.06997082267935574,-0.18371846550154805,-0.19313826393019973,-0.9918470523047702,0.0
"{""377"": 33, ""515"": -7}",-29.988299397232588,-14.232105374233125,-23.014066111559803,-14.389784320490794,-29.76141130807253
"{""377"": 59, ""515"": -12}",-14.700427612513026,-22.504888306246404,-13.585300728277153,-29.69632769510129,-4.964587156497372
"{""377"": 66, ""515"": -14}",-16.023576744906183,-15.154840211993777,-27.02685553443375,-29.95124596075803,-4.711704198482194
"{""377"": 66, ""515"": 0}",-0.45695155324636777,-1.105931119124657,-1.6120979632373167,-4.999617211827967,0.0
"{""377"": 59, ""515"": -9}",-25.03612213005794,-29.926384778349835,-23.745226147957148,-21.877372214640157,-15.4502588917751
"{""377"": 35, ""515"": -7}",-15.303291809873839,-7.129718569586887,-29.848213337056773,-16.973060196245633,-25.68765188539124
"{""377"": 11, ""515"": 20}",-0.07852840330803657,-0.2355852099241097,-0.23904481247798876,-0.9918470523047702,0.0
"{""377"": 6, ""515"": 27}",-0.16551412071515972,-0.3564859284793444,-0.8608519485646403,-2.180474047738061,0.0
"{""377"": 10, ""515"": 24}",-0.16885897950800813,-0.49654236214547937,-0.776377285327305,-1.1882864282644814,0.0
"{""377"": 8, ""515"": 18}",-0.0292599252995,-0.18371846550154805,-0.23904481247798876,-0.6562709361551086,0.0
"{""377"": 35, ""515"": 12}",0.0,-0.015,-0.025,-0.05,0.0
"{""377"": 43, ""515"": 8}",-0.00995,-0.02985,0.0,-0.19701995,0.0
"{""377"": 39, ""515"": 13}",-0.00995,-0.015,-0.0742525,-0.148505,0.0
"{""377"": 40, ""515"": 9}",-0.02450497505,-0.1704226924258061,-0.098509975,-0.05,0.0
"{""377"": 37, ""515"": 20}",-0.0148505,0.0,-0.025,-0.2450497505,0.0
"{""377"": 38, ""515"": 28}",-0.005,-0.0877797758985,-0.098509975,-0.38627652786039945,0.0
"{""377"": 35, ""515"": 31}",-0.005,-0.015,-0.12252487525,-0.05,0.0
"{""377"": 28, ""515"": 22}",-0.0292599252995,-0.20991246803806723,-0.0742525,-0.05,0.0
"{""377"": 3, ""515"": 25}",-0.02450497505,-0.15699261861192534,-0.0742525,-0.148505,0.0
"{""377"": -12, ""515"": 38}",-0.0148505,-0.0445515,-0.2840378207096768,-0.148505,0.0
"{""377"": -28, ""515"": 53}",-0.597,-0.3,-0.3,-0.3,-2.5944825754907734
"{""377"": -24, ""515"": 57}",-0.597,-3.674369310030961,-3.674369310030961,-3.674369310030961,-22.800225612475952
"{""377"": -28, ""515"": 59}",-12.031319806015158,-1.1821196999999999,-6.8987056258453405,-0.89103,-2.317659167162397
"{""377"": -30, ""515"": 63}",-2.0380395627903,-6.429655775783431,-2.317659167162397,-12.565007576456702,-1.75559551797
"{""377"": -30, ""515"": 64}",0.0,0.0,0.0,0.0,0.0
"{""377"": 59, ""515"": -33}",-3.674369310030961,-2.5944825754907734,-6.665359218025596,-4.964587156497372,-0.89103
"{""377"": 85, ""515"": -38}",-2.8685377497358657,-2.317659167162397,-0.89103,-5.462791872083074,-11.105291063903023
"{""377"": 88, ""515"": -37}",-0.89103,-4.456266867153731,-8.030898910368071,-4.964587156497372,-4.198249360761345
"{""377"": 86, ""515"": -34}",-27.36464972429554,-3.408453848516122,-4.198249360761345,-3.139852372238507,-9.523362149688383
"{""377"": 76, ""515"": -27}",-6.191571490690334,-5.708163953362243,-6.191571490690334,-11.481295771731352,-29.985549956687155
"{""377"": 89, ""515"": -32}",-2.5944825754907734,-15.4502588917751,-18.33648245777318,-13.585300728277153,-3.139852372238507
"{""377"": 98, ""515"": -32}",-17.97946041145377,-4.711704198482194,-3.674369310030961,-15.882400752430488,-8.896569150012917
"{""377"": 84, ""515"": -34}",-2.0380395627903,-15.303291809873839,-5.708163953362243,-5.214941284932398,-2.317659167162397
"{""377"": 53, ""515"": -25}",-4.711704198482194,-4.711704198482194,-20.83622922215084,-4.964587156497372,-26.364935509288536
"{""377"": 39, ""515"": -14}",-10.131538770480487,-4.711704198482194,-6.8987056258453405,-12.565007576456702,-4.198249360761345
"{""377"": 33, ""515"": 1}",0.0,-0.015,-0.025,-0.05,0.0
"{""377"": 19, ""515"": 14}",-0.2525806701998964,-0.7350213806256517,-1.2121572064404909,-2.850554932380531,0.0
"{""377"": 55, ""515"": -29}",-20.168317276865867,-8.468084022051746,-16.438690492005723,-10.131538770480487,-2.0380395627903
"{""377"": 87, ""515"": -36}",-2.5944825754907734,-3.674369310030961,-8.25058992126439,-2.0380395627903,-2.0380395627903
"{""377"": 90, ""515"": -38}",-7.129718569586887,-1.75559551797,-2.317659167162397,-2.317659167162397,-1.470298503
"{""377"": 88, ""515"": -39}",-3.408453848516122,-0.89103,-4.198249360761345,-2.0380395627903,-15.004889103024018
"{""377"": 87, ""515"": -30}",-2.8685377497358657,-10.721651937458446,-12.388896541875457,-8.68340318183123,-1.1821196999999999
"{""377"": 72, ""515"": -22}",-26.96648865874273,-12.388896541875457,-15.4502588917751,-18.90811087050819,-2.8685377497358657
"{""377"": 31, ""515"": -5}",-29.632433021374165,-29.410501991358405,-10.721651937458446,-18.568586456863493,-29.92022146310382
"{""377"": 22, ""515"": 3}",-0.15179339097521313,-1.3889274711456232,-2.2176568625667246,-4.86850463386909,0.0
"{""377"": 36, ""515"": -10}",-20.363967763056234,-28.306493337275157,-10.330223382775683,-23.221555333980366,-29.96638657221221
"{""377"": 51, ""515"": -25}",-3.408453848516122,-14.389784320490794,-25.940009852789025,-5.214941284932398,-13.911953243784437
"{""377"": 73, ""515"": -26}",-29.597635425452204,-4.198249360761345,-3.139852372238507,-4.964587156497372,-4.198249360761345
"{""377"": 67, ""515"": -16}",-19.128839464185077,-10.914435418083862,-5.95108231382862,-10.526921148947926,-29.999970705626428
"{""377"": 61, ""515"": -9}",-7.808988798351587,-29.922590965428174,-27.908548378796695,-22.27546179708152,-4.456266867153731
"{""377"": 66, ""515"": -17}",-7.584837170052108,-4.456266867153731,-5.462791872083074,-20.83622922215084,-29.979867035528585
"{""377"": 70, ""515"": -13}",-16.84147494570266,-29.971665789839975,-16.70856055121481,-20.83622922215084,-3.674369310030961
"{""377"": 49, ""515"": 1}",-0.09918470523047701,-0.5552645531951512,-0.5358046479819527,-0.33967326046505,0.0
"{""377"": 27, ""515"": 1}",-0.37879167697770977,-0.3904494399175794,-2.498733771950401,-3.487977821654891,0.0
"{""377"": 21, ""515"": 4}",-0.12264035639818364,-0.5263460574473964,-1.5569083826912387,-4.23660133862047,0.0
"{""377"": 24, ""515"": 9}",-0.26938901629095213,-0.6874723860497193,-1.0470839647047254,-3.259534427537788,0.0
"{""377"": 18, ""515"": 13}",-0.04324137625817955,-0.18371846550154805,-0.2616543643532089,-0.5680756414193536,0.0
"{""377"": 14, ""515"": 16}",-0.17217038971292806,-0.367921069194551,-0.4345784404110332,-1.338483151728012,0.0
"{""377"": 24, ""515"": 2}",-0.4998322799805925,-1.1471750561393839,-1.287521574314592,-3.9038136531676377,0.0
"{""377"": 72, ""515"": -25}",-28.944055589373615,-3.937625616930651,-4.456266867153731,-9.7281285281915,-4.198249360761345
"{""377"": 79, ""515"": -28}",-5.95108231382862,-18.90811087050819,-18.79607158637191,-8.68340318183123,-11.294238153263992
"{""377"": 67, ""515"": -15}",-22.727500618662578,-11.105291063903023,-27.391003227052583,-29.99983826607213,-7.584837170052108
"{""377"": 72, ""515"": -23}",-6.665359218025596,-5.708163953362243,-6.429655775783431,-4.711704198482194,-29.968353624984466
"{""377"": 76, ""515"": -19}",-10.914435418083862,-29.992630683877767,-23.8696961476128,-28.356792178664747,-7.808988798351587
"{""377"": 47, ""515"": -22}",-11.666482814014039,-1.1821196999999999,-0.3,-2.8685377497358657,-2.8685377497358657
"{""377"": 52, ""515"": -19}",-14.389784320490794,-6.8987056258453405,-2.5944825754907734,-2.5944825754907734,-6.665359218025596
"{""377"": 48, ""515"": -17}",-0.89103,-3.408453848516122,-9.7281285281915,-9.7281285281915,-0.597
"{""377"": 43, ""515"": -10}",-25.326607521398632,-8.468084022051746,-5.708163953362243,-18.79607158637191,-28.452952454872396
"{""377"": 40, ""515"": -6}",0.0,0.0,0.0,0.0,-0.3
"{""377"": 27, ""515"": 7}",-0.04324137625817955,-0.0445515,-0.169836630232525,-0.292599252995,0.0
"{""377"": 36, ""515"": -3}",-19.76501815457871,-11.849817985873898,-4.456266867153731,-4.711704198482194,-29.650447460655023
"{""377"": 35, ""515"": -5}",0.0,-1.1821196999999999,0.0,-0.597,-0.597
"{""377"": 40, ""515"": -14}",-27.756110528194412,-28.734659080047365,-28.586745384848705,-29.477477883233306,-29.999999999999822
"{""377"": 74, ""515"": -22}",-23.807773886477577,-13.74944772099438,-8.030898910368071,-16.30170756768255,-11.294238153263992
"{""377"": 84, ""515"": -35}",-3.674369310030961,-6.191571490690334,-3.674369310030961,-8.030898910368071,-24.83250209425494
"{""377"": 86, ""515"": -36}",-0.3,-4.964587156497372,-5.95108231382862,-3.674369310030961,-1.470298503
"{""377"": 59, ""515"": -31}",-10.721651937458446,-3.408453848516122,-3.674369310030961,-3.139852372238507,-16.574303587085666
"{""377"": 54, ""515"": -29}",-1.1821196999999999,-1.1821196999999999,-0.3,-2.5944825754907734,-4.711704198482194
"{""377"": 56, ""515"": -23}",-5.95108231382862,-6.191571490690334,-3.674369310030961,-1.1821196999999999,-6.665359218025596
"{""377"": 59, ""515"": -28}",-0.3,-0.597,-2.5944825754907734,-3.937625616930651,-0.89103
"{""377"": 60, ""515"": -27}",-3.139852372238507,-3.408453848516122,-2.317659167162397,-1.470298503,-8.896569150012917
"{""377"": 70, ""515"": -36}",0.0,0.0,0.0,0.0,0.0
"{""377"": 11, ""515"": 22}",-0.1786941989576408,-1.1363750309331289,-1.498288367621148,-2.0052199676691935,0.0
"{""377"": 3, ""515"": 27}",-0.10716092959639052,-0.4864064264095751,-0.776377285327305,-1.4113473370086245,0.0
"{""377"": 62, ""515"": -15}",-29.999772383092957,-8.896569150012917,-25.510757831891514,-11.481295771731352,-7.129718569586887
"{""377"": 64, ""515"": -12}",-16.023576744906183,-27.64047008479054,-28.96506888314508,-16.16334097745712,-3.408453848516122
"{""377"": 59, ""515"": -10}",-8.68340318183123,-3.674369310030961,-4.711704198482194,-4.964587156497372,-29.8921474967888
"{""377"": 65, ""515"": -15}",-29.321437870574975,-22.800225612475952,-26.873632415103724,-27.970666583398057,-5.462791872083074
"{""377"": 36, ""515"": -11}",-11.105291063903023,-8.896569150012917,-3.674369310030961,-8.468084022051746,-0.597
"{""377"": 44, ""515"": -13}",-1.75559551797,-4.711704198482194,-13.911953243784437,-4.711704198482194,0.0
"{""377"": 51, ""515"": -18}",-9.930847242909584,-8.030898910368071,-5.708163953362243,-2.8685377497358657,-19.019029761803107
"{""377"": 58, ""515"": -24}",0.0,0.0,0.0,0.0,0.0
"{""377"": 27, ""515"": 10}",-0.06562709361551085,-0.1704226924258061,-0.37135557226281096,-0.5233087287064178,0.0
"{""377"": 25, ""515"": 10}",-0.10716092959639052,-0.3449352812922671,-0.5941432141322407,-1.8190725696806438,0.0
"{""377"": 52, ""515"": -26}",-5.214941284932398,-16.973060196245633,-10.526921148947926,-17.35997333535694,-1.75559551797
"{""377"": 84, ""515"": -33}",-1.75559551797,-13.911953243784437,-11.666482814014039,-4.711704198482194,-10.914435418083862
"{""377"": 85, ""515"": -33}",-13.419495685128437,-2.8685377497358657,-3.408453848516122,-5.214941284932398,-15.59575630285735
"{""377"": 83, ""515"": -26}",-4.964587156497372,-13.585300728277153,-23.93099918613667,-13.74944772099438,-2.0380395627903
"{""377"": 71, ""515"": -21}",-24.67432419723708,-11.294238153263992,-14.545886477285885,-18.682900592294857,-2.8685377497358657
"{""377"": 54, ""515"": -26}",-3.937625616930651,-1.75559551797,-6.191571490690334,-1.470298503,-24.051772302332548
"{""377"": 28, ""515"": -3}",-10.526921148947926,-25.815732936743235,-29.300666980564728,-29.54606109897975,-20.266634104097207
"{""377"": 9, ""515"": 24}",-0.23454722852244328,-0.6874723860497193,-1.3116498949857318,-2.550548634978974,0.0
"{""377"": 4, ""515"": 26}",-0.02450497505,-0.101901978139515,-0.21620688129089774,-0.19701995,0.0
"{""377"": 59, ""515"": -8}",-2.5944825754907734,-1.75559551797,-2.0380395627903,-2.8685377497358657,-25.898999851302044
"{""377"": 50, ""515"": -1}",-1.470298503,-1.75559551797,-3.937625616930651,-2.0380395627903,-23.083925450444205
"{""377"": 47, ""515"": 10}",-0.0292599252995,-0.11588295835811985,-0.098509975,-0.19701995,0.0
"{""377"": 49, ""515"": 17}",-0.038627652786039954,-0.0877797758985,-0.0742525,-0.5680756414193536,0.0
"{""377"": 36, ""515"": 14}",-0.019701995,-0.12972412877453865,-0.1462996264975,-0.148505,0.0
"{""377"": -1, ""515"": 26}",-0.06997082267935574,-0.27313959360415374,-0.2840378207096768,-0.6123948850051602,0.0
"{""377"": -2, ""515"": 33}",-0.038627652786039954,-0.12972412877453865,-0.2616543643532089,-0.148505,0.0
"{""377"": 0, ""515"": 33}",-0.061239488500516005,-0.3564859284793444,-0.4345784404110332,-3.0560804096288643,0.0
"{""377"": 1, ""515"": 33}",-0.052330872870641774,-0.07351492515,-0.025,-0.2450497505,0.0
"{""377"": 23, ""515"": 7}",-0.12641395283420181,-0.2854081976681122,-0.7236169318192691,-1.1108932030042664,0.0
"{""377"": 62, ""515"": -5}",-19.55720656522672,-28.34019411986338,-20.363967763056234,-4.711704198482194,-4.198249360761345
"{""377"": 29, ""515"": -1}",-9.930847242909584,-5.95108231382862,-23.745226147957148,-28.43732571199232,-29.466868567731154
"{""377"": 10, ""515"": 15}",-0.0827431192749562,-0.2482293578248686,-0.413715596374781,-0.7852840330803657,0.0
"{""377"": 22, ""515"": 9}",-0.052330872870641774,-0.22281334335768657,-0.19313826393019973,-0.5233087287064178,0.0
"{""377"": 32, ""515"": 2}",-0.005,-0.059105985,-0.04975,-0.148505,0.0
"{""377"": 18, ""515"": 12}",-0.14472338636385382,-0.3449352812922671,-0.669241575864006,-1.264139528342018,0.0
"{""377"": 52, ""515"": -5}",-6.429655775783431,-9.523362149688383,-27.844528726502546,-11.849817985873898,-2.8685377497358657
"{""377"": 54, ""515"": -2}",-8.468084022051746,-29.986119346049357,-28.483738701020435,-8.468084022051746,-6.429655775783431
"{""377"": 65, ""515"": -8}",-11.666482814014039,-29.998940698117142,-24.83250209425494,-12.031319806015158,-5.462791872083074
"{""377"": 36, ""515"": -8}",-21.79532546933349,-8.030898910368071,-20.927866929929333,-27.68742473010321,-29.22672834993057
"{""377"": 12, ""515"": 13}",-0.0292599252995,-0.15699261861192534,-0.45523265600692286,-0.8691568808220664,0.0
"{""377"": 19, ""515"": 12}",-0.11497842709742236,-0.3564859284793444,-0.3281354680775543,-0.7852840330803657,0.0
"{""377"": 12, ""515"": 22}",-0.14472338636385382,-0.2854081976681122,-0.9095362848403219,-1.6213547546985831,0.0
"{""377"": 21, ""515"": 9}",-0.00995,-0.07351492515,-0.098509975,-0.2450497505,0.0
"{""377"": 78, ""515"": -31}",-24.228440613180968,-2.8685377497358657,-3.408453848516122,-2.5944825754907734,-14.072833711346592
"{""377"": 82, ""515"": -31}",-1.470298503,-7.129718569586887,-12.911963925685214,-4.198249360761345,-12.739357500692135
"{""377"": 96, ""515"": -30}",-14.700427612513026,-5.95108231382862,-5.95108231382862,-7.584837170052108,-20.6501675565257
"{""377"": 93, ""515"": -27}",-23.014066111559803,-6.429655775783431,-16.973060196245633,-8.68340318183123,-18.21866914926584
"{""377"": 82, ""515"": -32}",-1.1821196999999999,-6.665359218025596,-12.211006607955007,-13.911953243784437,-3.408453848516122
"{""377"": 65, ""515"": -37}",-11.666482814014039,-0.3,-3.408453848516122,-2.317659167162397,-11.481295771731352
"{""377"": 48, ""515"": -23}",-1.1821196999999999,-1.75559551797,-1.1821196999999999,-1.75559551797,-7.584837170052108
"{""377"": 49, ""515"": -18}",-0.89103,-0.597,-3.937625616930651,-8.25058992126439,-0.3
"{""377"": 46, ""515"": -12}",0.0,0.0,0.0,0.0,0.0
"{""377"": 29, ""515"": -3}",-29.966722706490085,-14.700427612513026,-8.468084022051746,-18.21866914926584,-29.936047084435355
"{""377"": 50, ""515"": -3}",-3.408453848516122,-13.419495685128437,-21.285345170701067,-15.59575630285735,-1.1821196999999999
"{""377"": 45, ""515"": 6}",-0.033967326046505,-0.4658263711963831,-0.12252487525,-0.19701995,0.0
"{""377"": 51, ""515"": -2}",-7.584837170052108,-1.470298503,-0.3,-0.89103,-17.85804081965027
"{""377"": 46, ""515"": 11}",-0.09513606588937072,-0.02985,-0.0742525,-0.8691568808220664,0.0
"{""377"": 30, ""515"": -2}",-22.1974361586682,-2.5944825754907734,-20.069007350369564,-17.232296298340344,-17.232296298340344
"{""377"": 5, ""515"": 20}",-0.033967326046505,-0.0445515,-0.19313826393019973,-0.6123948850051602,0.0
"{""377"": 5, ""515"": 26}",-0.038627652786039954,-0.15699261861192534,-0.19313826393019973,-0.5233087287064178,0.0
"{""377"": 26, ""515"": 0}",-0.49988780004366956,-1.492256572648545,-1.0759969938071015,-3.7756735048253516,0.0
"{""377"": 69, ""515"": -22}",-29.99926228816686,-8.896569150012917,-6.665359218025596,-11.666482814014039,-8.468084022051746
"{""377"": 75, ""515"": -24}",-7.584837170052108,-7.808988798351587,-5.214941284932398,-8.468084022051746,-29.903435528057454
"{""377"": 82, ""515"": -25}",-5.462791872083074,-23.014066111559803,-14.072833711346592,-18.099665807339232,-2.5944825754907734
"{""377"": 88, ""515"": -22}",-29.512975241446753,-14.853423336387896,-18.682900592294857,-11.666482814014039,-29.75656699119736
"{""377"": 16, ""515"": 18}",-0.11108932030042662,-0.43417015909156154,-0.4959235261523851,-0.9104653120138457,0.0
"{""377"": 11, ""515"": 19}",-0.061239488500516005,-0.18371846550154805,-0.19313826393019973,-0.5233087287064178,0.0
"{""377"": 66, ""515"": -9}",-19.345175558847792,-29.960123733068112,-24.780305145712063,-19.451723803259313,-4.964587156497372
"{""377"": 25, ""515"": 0}",-0.11497842709742236,-0.367921069194551,-2.1333411459197413,-4.994725604164074,0.0
"{""377"": 35, ""515"": -4}",-3.674369310030961,-24.051772302332548,-28.78451856100377,-11.849817985873898,-8.468084022051746
"{""377"": 69, ""515"": -20}",-2.317659167162397,-3.408453848516122,-12.211006607955007,-6.191571490690334,-29.953167064432783
"{""377"": 38, ""515"": 12}",-0.02450497505,-0.2975541156914311,-0.098509975,-0.2450497505,0.0
"{""377"": 16, ""515"": 12}",-0.047808962495597754,-0.1704226924258061,-0.098509975,-0.4324137625817955,0.0
"{""377"": 4, ""515"": 22}",-0.0292599252995,-0.19688128084653256,-0.23904481247798876,-0.8691568808220664,0.0
