,"(1, 324)","(3, 324)","(5, 324)","(10, 324)","(1, 3354)","(3, 3354)","(5, 3354)","(10, 3354)","(0, 0)"
20,-0.10319285817817224,-0.37924185850260544,-0.5358046479819527,-1.301498133058598,-0.10319285817817224,-0.3214827887891716,-0.413715596374781,-1.1108932030042664,0.0
16,-0.005,-0.0445515,-0.169836630232525,-0.148505,-0.0292599252995,-0.0445515,-0.025,-0.19701995,0.0
19,-0.019701995,-0.1704226924258061,-0.098509975,-0.2450497505,-0.005,-0.12972412877453865,-0.1462996264975,-0.0995,0.0
14,-0.02450497505,-0.015,-0.776377285327305,-0.33967326046505,-0.038627652786039954,-0.0445515,-0.098509975,-0.4780896249559775,0.0
10,-0.0292599252995,-0.20991246803806723,-0.0742525,-0.148505,-0.052330872870641774,-0.0877797758985,-0.34985411339677874,-0.0995,0.0
-3,-6.8987056258453405,-5.708163953362243,-6.665359218025596,-3.674369310030961,-5.462791872083074,-4.198249360761345,-3.674369310030961,-4.198249360761345,-21.458766801804114
-10,-5.95108231382862,-4.711704198482194,-4.964587156497372,-5.708163953362243,-3.937625616930651,-5.462791872083074,-4.198249360761345,-2.8685377497358657,-5.214941284932398
-29,-3.139852372238507,-1.470298503,-3.139852372238507,-2.5944825754907734,-3.408453848516122,-2.8685377497358657,-3.674369310030961,-3.937625616930651,-3.674369310030961
-38,-0.597,-0.3,-0.89103,-0.597,-1.1821196999999999,-0.3,-0.89103,-0.597,-0.597
-39,-2.8685377497358657,-0.89103,-0.89103,0.0,-1.1821196999999999,-0.89103,-0.597,-0.3,-0.89103
-32,-3.408453848516122,-1.75559551797,-0.89103,-1.470298503,-1.470298503,-0.597,-1.1821196999999999,-0.89103,-1.470298503
-42,-0.597,-0.597,0.0,-0.597,-0.597,-0.89103,-0.3,-0.3,0.0
-49,0.0,0.0,0.0,-0.597,-0.3,-0.3,0.0,-0.3,-0.597
-33,-2.317659167162397,-1.75559551797,-1.1821196999999999,-1.75559551797,-1.470298503,-2.0380395627903,-1.470298503,-2.8685377497358657,-3.139852372238507
-37,-1.1821196999999999,-0.3,-0.3,-0.597,-0.597,-1.1821196999999999,-0.89103,-1.75559551797,-0.89103
-25,-1.470298503,-2.0380395627903,-3.674369310030961,-2.0380395627903,-4.711704198482194,-1.75559551797,-1.75559551797,-3.139852372238507,-2.317659167162397
-30,-2.317659167162397,-0.89103,-1.470298503,-1.470298503,-2.5944825754907734,-1.1821196999999999,-2.0380395627903,-0.597,-3.937625616930651
-19,-3.674369310030961,-3.674369310030961,-8.030898910368071,-4.964587156497372,-5.214941284932398,-4.456266867153731,-3.674369310030961,-6.191571490690334,-4.198249360761345
-23,-5.462791872083074,-2.5944825754907734,-4.711704198482194,-4.964587156497372,-3.139852372238507,-3.674369310030961,-3.139852372238507,-2.317659167162397,-4.456266867153731
-20,-3.408453848516122,-4.711704198482194,-4.711704198482194,-3.674369310030961,-3.139852372238507,-4.711704198482194,-3.408453848516122,-3.937625616930651,-4.198249360761345
18,-0.05680756414193536,-0.14342688748679328,-0.1462996264975,-0.148505,-0.0292599252995,-0.14342688748679328,-0.21620688129089774,-0.148505,0.0
9,-0.05680756414193536,-0.12972412877453865,-0.23904481247798876,-0.19701995,-0.0148505,-0.19688128084653256,-0.2616543643532089,-0.33967326046505,0.0
4,-0.052330872870641774,-0.14342688748679328,-0.169836630232525,-0.38627652786039945,-0.038627652786039954,-0.19688128084653256,-0.12252487525,-0.5233087287064178,0.0
-5,-3.139852372238507,-2.8685377497358657,-4.456266867153731,-6.429655775783431,-4.198249360761345,-3.408453848516122,-5.214941284932398,-3.674369310030961,-12.388896541875457
-4,-3.674369310030961,-3.408453848516122,-2.317659167162397,-3.139852372238507,-10.330223382775683,-5.214941284932398,-4.711704198482194,-3.408453848516122,-14.232105374233125
-27,-1.1821196999999999,-1.75559551797,-2.317659167162397,-2.317659167162397,-2.8685377497358657,-1.75559551797,-2.317659167162397,-2.5944825754907734,-2.317659167162397
-11,-5.462791872083074,-2.8685377497358657,-3.408453848516122,-4.198249360761345,-9.107603458512788,-4.456266867153731,-3.937625616930651,-3.937625616930651,-5.214941284932398
-1,-2.5944825754907734,-3.139852372238507,-2.8685377497358657,-2.8685377497358657,-3.674369310030961,-4.711704198482194,-4.198249360761345,-3.674369310030961,-14.389784320490794
21,-0.019701995,-0.059105985,-0.12252487525,-0.05,-0.0292599252995,-0.02985,-0.098509975,-0.05,0.0
32,0.0,-0.02985,-0.025,-0.2450497505,-0.0148505,-0.0445515,-0.098509975,-0.148505,0.0
24,-0.033967326046505,-0.11588295835811985,-0.169836630232525,-0.0995,-0.02450497505,-0.02985,-0.04975,-0.4324137625817955,0.0
31,-0.005,-0.02985,-0.098509975,-0.19701995,-0.0148505,-0.0445515,-0.04975,-0.0995,0.0
41,-0.019701995,-0.0445515,-0.0742525,-0.05,-0.005,-0.015,-0.04975,-0.05,0.0
48,-0.005,-0.0445515,-0.0742525,-0.05,-0.005,-0.015,-0.0742525,-0.0995,0.0
45,-0.00995,-0.0445515,-0.025,-0.05,-0.0148505,-0.015,-0.0742525,-0.05,0.0
30,-0.0148505,-0.0445515,-0.0742525,-0.05,-0.019701995,-0.0445515,-0.0742525,-0.05,0.0
37,-0.0292599252995,-0.059105985,-0.098509975,-0.0995,-0.005,-0.02985,-0.12252487525,-0.19701995,0.0
36,-0.0292599252995,0.0,-0.0742525,-0.05,-0.0148505,-0.015,-0.04975,-0.0995,0.0
27,-0.019701995,-0.059105985,-0.098509975,-0.19701995,-0.02450497505,-0.02985,-0.12252487525,-0.19701995,0.0
17,-0.019701995,-0.07351492515,-0.21620688129089774,-0.0995,-0.0292599252995,-0.07351492515,-0.21620688129089774,-0.148505,0.0
12,-0.0292599252995,-0.11588295835811985,-0.098509975,-0.148505,-0.019701995,-0.0445515,-0.025,-0.2450497505,0.0
7,-0.02450497505,-0.0877797758985,-0.1462996264975,-0.33967326046505,-0.047808962495597754,-0.0877797758985,-0.1462996264975,-0.33967326046505,0.0
3,-0.09918470523047701,-0.30957857453451676,-0.23904481247798876,-0.5233087287064178,-0.052330872870641774,-0.15699261861192534,-0.23904481247798876,-0.38627652786039945,0.0
15,-0.019701995,-0.0877797758985,-0.19313826393019973,-0.0995,-0.019701995,-0.02985,-0.169836630232525,-0.292599252995,0.0
28,-0.038627652786039954,-0.07351492515,-0.04975,-0.2450497505,-0.0148505,-0.059105985,-0.12252487525,-0.05,0.0
38,-0.019701995,-0.0445515,-0.04975,-0.148505,0.0,-0.02985,-0.098509975,-0.0995,0.0
52,-0.597,-0.3,-0.3,0.0,-0.597,-0.89103,-0.597,-0.3,-2.5944825754907734
60,-0.597,-1.1821196999999999,0.0,-0.3,-0.3,-0.89103,-0.597,-0.89103,-1.1821196999999999
51,0.0,-1.1821196999999999,-0.89103,-1.470298503,-0.3,-0.89103,0.0,0.0,-1.1821196999999999
69,-0.597,-0.3,-0.597,-0.597,-0.597,-0.89103,-0.597,-0.597,-0.3
78,-0.3,-0.597,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0
34,-0.0148505,-0.059105985,-0.025,-0.0995,-0.019701995,-0.015,-0.169836630232525,-0.05,0.0
0,-0.047808962495597754,-0.12972412877453865,-0.3061974425025801,-0.5680756414193536,-0.07852840330803657,-0.12972412877453865,-0.3926420165401828,-0.5233087287064178,0.0
-2,-5.214941284932398,-5.462791872083074,-3.408453848516122,-5.708163953362243,-2.8685377497358657,-5.708163953362243,-5.95108231382862,-4.198249360761345,-19.019029761803107
2,-0.07427111445256218,-0.0877797758985,-0.0742525,-0.148505,-0.047808962495597754,-0.15699261861192534,-0.3061974425025801,-0.38627652786039945,0.0
6,-0.052330872870641774,-0.101901978139515,-0.23904481247798876,-0.33967326046505,-0.07852840330803657,-0.12972412877453865,-0.34985411339677874,-0.33967326046505,0.0
22,-0.005,-0.059105985,-0.169836630232525,-0.2450497505,-0.00995,-0.059105985,-0.12252487525,-0.33967326046505,0.0
50,-0.033967326046505,-0.02985,-0.04975,-0.292599252995,-0.0148505,-0.02985,-0.12252487525,-0.0995,0.0
66,0.0,-0.89103,0.0,-1.470298503,0.0,-0.597,-0.89103,-1.470298503,-0.3
74,-0.3,-0.597,0.0,-0.597,-0.597,0.0,0.0,-0.3,-0.89103
84,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0
13,-0.00995,-0.0445515,-0.1462996264975,-0.4324137625817955,-0.038627652786039954,-0.02985,-0.12252487525,-0.33967326046505,0.0
5,-0.06562709361551085,-0.15699261861192534,-0.1462996264975,-0.38627652786039945,-0.038627652786039954,-0.18371846550154805,-0.23904481247798876,-0.5233087287064178,0.0
