,"(1, 324)","(3, 324)","(5, 324)","(10, 324)","(1, 3354)","(3, 3354)","(5, 3354)","(10, 3354)","(0, 0)"
20,-0.11497842709742236,-0.33326796090127986,-0.413715596374781,-0.9918470523047702,-0.09513606588937072,-0.27313959360415374,-0.4345784404110332,-0.9513606588937072,0.0
11,-0.0148505,-0.0445515,-0.098509975,-0.33967326046505,-0.00995,-0.059105985,-0.21620688129089774,-0.05,0.0
7,-0.0148505,-0.0877797758985,-0.12252487525,-0.33967326046505,-0.04324137625817955,-0.11588295835811985,-0.169836630232525,-0.292599252995,0.0
6,-0.0292599252995,-0.15699261861192534,-0.19313826393019973,-0.4780896249559775,-0.038627652786039954,-0.12972412877453865,-0.169836630232525,-0.2450497505,0.0
-5,-4.198249360761345,-3.408453848516122,-4.711704198482194,-3.408453848516122,-1.470298503,-4.964587156497372,-3.408453848516122,-3.408453848516122,-9.523362149688383
-19,-3.408453848516122,-5.214941284932398,-3.139852372238507,-5.214941284932398,-3.139852372238507,-3.139852372238507,-2.5944825754907734,-3.937625616930651,-3.937625616930651
-29,-2.0380395627903,-1.75559551797,-3.139852372238507,-3.937625616930651,-1.470298503,-3.139852372238507,-1.75559551797,-1.470298503,-1.75559551797
-23,-5.708163953362243,-3.408453848516122,-2.317659167162397,-2.8685377497358657,-2.5944825754907734,-2.0380395627903,-3.674369310030961,-2.0380395627903,-2.5944825754907734
-13,-5.708163953362243,-4.711704198482194,-4.198249360761345,-7.808988798351587,-4.198249360761345,-4.964587156497372,-3.674369310030961,-8.468084022051746,-5.214941284932398
-10,-5.462791872083074,-3.937625616930651,-2.8685377497358657,-2.8685377497358657,-5.214941284932398,-3.139852372238507,-8.030898910368071,-5.95108231382862,-4.456266867153731
-3,-2.8685377497358657,-4.964587156497372,-4.964587156497372,-3.937625616930651,-3.674369310030961,-4.711704198482194,-4.456266867153731,-3.674369310030961,-21.877372214640157
-7,-3.937625616930651,-3.674369310030961,-2.317659167162397,-2.5944825754907734,-3.408453848516122,-4.198249360761345,-5.95108231382862,-5.95108231382862,-13.252015843564077
22,-0.0292599252995,-0.02985,-0.025,-0.0995,-0.00995,-0.02985,-0.12252487525,-0.148505,0.0
15,-0.019701995,-0.12972412877453865,-0.0742525,-0.292599252995,-0.0292599252995,-0.07351492515,-0.19313826393019973,-0.19701995,0.0
30,-0.019701995,-0.07351492515,-0.0742525,-0.148505,-0.02450497505,-0.02985,-0.098509975,-0.0995,0.0
35,-0.00995,-0.02985,-0.12252487525,0.0,-0.00995,-0.015,-0.025,-0.05,0.0
38,-0.02450497505,-0.015,-0.0742525,-0.0995,0.0,-0.07351492515,-0.025,0.0,0.0
48,-0.019701995,-0.015,-0.098509975,-0.148505,0.0,-0.015,-0.025,-0.0995,0.0
55,0.0,-1.1821196999999999,-0.3,-0.3,-0.3,-0.597,-0.89103,0.0,-1.75559551797
