,"(1, 509)","(3, 509)","(5, 509)","(10, 509)","(1, 3354)","(3, 3354)","(5, 3354)","(10, 3354)","(0, 0)"
20,-0.19444138023356736,-0.4864064264095751,-0.7589669548760657,-1.7544868581579878,-0.1882373025543999,-0.4658263711963831,-0.9254409219919186,-1.7217038971292806,0.0
29,-0.0148505,-0.101901978139515,-0.04975,-0.0995,-0.02450497505,-0.12972412877453865,-0.0742525,-0.19701995,0.0
36,-0.00995,-0.015,-0.1462996264975,-0.19701995,-0.02450497505,-0.0445515,-0.098509975,-0.148505,0.0
27,-0.0148505,-0.02985,-0.04975,-0.0995,-0.0292599252995,-0.02985,-0.0742525,-0.05,0.0
28,-0.005,-0.015,-0.169836630232525,-0.148505,-0.02450497505,-0.015,-0.19313826393019973,-0.2450497505,0.0
38,-0.00995,-0.07351492515,-0.12252487525,-0.19701995,-0.038627652786039954,-0.059105985,-0.04975,-0.19701995,0.0
60,-9.523362149688383,-9.7281285281915,-9.523362149688383,-9.523362149688383,-7.808988798351587,-9.930847242909584,-8.030898910368071,-9.31652742392766,-16.574303587085666
73,-6.191571490690334,-6.191571490690334,-6.429655775783431,-6.191571490690334,-8.68340318183123,-7.358421383891018,-7.358421383891018,-6.191571490690334,-5.95108231382862
80,-3.408453848516122,-3.139852372238507,-2.317659167162397,-2.317659167162397,-2.317659167162397,-2.5944825754907734,-4.711704198482194,-3.674369310030961,-4.711704198482194
78,-4.964587156497372,-4.711704198482194,-3.674369310030961,-3.408453848516122,-3.674369310030961,-11.481295771731352,-3.408453848516122,-3.408453848516122,-3.674369310030961
75,-5.214941284932398,-5.462791872083074,-4.711704198482194,-7.129718569586887,-4.964587156497372,-5.462791872083074,-6.191571490690334,-7.808988798351587,-8.030898910368071
68,-10.131538770480487,-15.4502588917751,-14.389784320490794,-9.930847242909584,-9.107603458512788,-11.294238153263992,-15.303291809873839,-9.31652742392766,-10.526921148947926
71,-6.429655775783431,-7.358421383891018,-6.191571490690334,-8.030898910368071,-6.8987056258453405,-6.191571490690334,-8.468084022051746,-7.358421383891018,-7.808988798351587
70,-5.708163953362243,-6.191571490690334,-7.129718569586887,-7.358421383891018,-6.665359218025596,-8.468084022051746,-6.665359218025596,-6.429655775783431,-8.68340318183123
62,-6.665359218025596,-8.25058992126439,-8.68340318183123,-8.468084022051746,-7.358421383891018,-10.131538770480487,-9.31652742392766,-6.8987056258453405,-10.330223382775683
67,-8.468084022051746,-6.8987056258453405,-7.129718569586887,-6.665359218025596,-15.004889103024018,-8.468084022051746,-9.107603458512788,-9.107603458512788,-6.8987056258453405
58,-9.930847242909584,-9.31652742392766,-9.7281285281915,-10.131538770480487,-9.930847242909584,-10.131538770480487,-9.107603458512788,-9.31652742392766,-20.266634104097207
61,-8.030898910368071,-8.030898910368071,-8.25058992126439,-12.031319806015158,-10.131538770480487,-9.107603458512788,-9.31652742392766,-8.468084022051746,-11.294238153263992
25,-0.02450497505,-0.11588295835811985,-0.19313826393019973,-0.19701995,-0.019701995,-0.07351492515,-0.0742525,-0.38627652786039945,0.0
35,-0.02450497505,-0.059105985,-0.098509975,-0.2450497505,-0.038627652786039954,-0.0445515,-0.0742525,-0.148505,0.0
34,-0.0148505,-0.02985,-0.1462996264975,-0.19701995,-0.02450497505,-0.059105985,-0.169836630232525,-0.148505,0.0
43,-0.033967326046505,-0.2355852099241097,-0.413715596374781,-0.33967326046505,-0.038627652786039954,-0.18371846550154805,-0.1462996264975,-0.33967326046505,0.0
90,-0.597,-0.3,-0.89103,-2.317659167162397,-0.89103,-0.3,-2.0380395627903,-0.89103,-1.1821196999999999
93,-0.597,-0.597,-0.597,-1.1821196999999999,-1.470298503,-1.1821196999999999,-0.3,-0.3,-0.597
99,-0.3,-0.3,-0.597,-0.597,-0.3,-0.597,-0.3,-0.3,-0.3
106,0.0,-0.89103,0.0,-0.3,0.0,0.0,-0.597,-0.89103,0.0
104,0.0,-0.3,0.0,-0.3,0.0,-0.597,-0.3,0.0,-0.3
112,-0.3,0.0,-0.89103,0.0,0.0,-0.3,-0.3,0.0,0.0
117,0.0,0.0,0.0,-0.3,-0.3,-0.3,0.0,0.0,0.0
107,-0.3,-0.597,0.0,0.0,0.0,0.0,-0.3,-0.89103,-0.597
114,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0
105,0.0,-0.597,-0.3,0.0,0.0,-0.597,-0.3,-0.3,0.0
21,-0.02450497505,-0.07351492515,-0.23904481247798876,-0.33967326046505,-0.04324137625817955,-0.11588295835811985,-0.1462996264975,-0.38627652786039945,0.0
57,-9.31652742392766,-7.358421383891018,-10.330223382775683,-7.358421383891018,-11.105291063903023,-6.8987056258453405,-9.930847242909584,-8.68340318183123,-15.882400752430488
63,-9.523362149688383,-9.31652742392766,-10.131538770480487,-9.930847242909584,-14.072833711346592,-9.523362149688383,-11.105291063903023,-14.700427612513026,-14.853423336387896
51,-10.721651937458446,-8.68340318183123,-7.584837170052108,-7.584837170052108,-7.808988798351587,-7.808988798351587,-8.25058992126439,-9.31652742392766,-19.76501815457871
46,-0.11497842709742236,-0.12972412877453865,-0.4959235261523851,-0.7852840330803657,-0.061239488500516005,-0.27313959360415374,-0.5941432141322407,-0.6997082267935575,0.0
54,-8.030898910368071,-8.468084022051746,-8.468084022051746,-10.330223382775683,-7.584837170052108,-9.523362149688383,-11.849817985873898,-8.468084022051746,-18.21866914926584
47,-0.11108932030042662,-0.2355852099241097,-0.413715596374781,-0.9918470523047702,-0.05680756414193536,-0.20991246803806723,-0.2616543643532089,-0.8691568808220664,0.0
44,-0.05680756414193536,-0.101901978139515,-0.19313826393019973,-0.38627652786039945,-0.11497842709742236,-0.12972412877453865,-0.169836630232525,-0.7852840330803657,0.0
42,-0.05680756414193536,-0.12972412877453865,-0.23904481247798876,-0.2450497505,-0.019701995,-0.12972412877453865,-0.1462996264975,-0.5680756414193536,0.0
41,-0.06562709361551085,-0.11588295835811985,-0.23904481247798876,-0.6123948850051602,-0.047808962495597754,-0.11588295835811985,-0.2616543643532089,-0.38627652786039945,0.0
45,-0.10319285817817224,-0.12972412877453865,-0.4345784404110332,-0.6997082267935575,-0.07852840330803657,-0.1704226924258061,-0.3926420165401828,-0.9104653120138457,0.0
11,-0.005,-0.0445515,-0.1462996264975,-0.05,-0.005,-0.02985,-0.025,-0.05,0.0
8,-0.005,-0.015,-0.04975,-0.0995,-0.005,0.0,-0.025,-0.05,0.0
16,-0.0148505,-0.0445515,-0.025,-0.05,-0.00995,-0.02985,-0.098509975,-0.0995,0.0
17,-0.019701995,-0.059105985,-0.19313826393019973,-0.19701995,-0.00995,-0.0445515,-0.0742525,-0.0995,0.0
15,-0.019701995,-0.101901978139515,-0.0742525,-0.148505,-0.0148505,-0.015,-0.1462996264975,-0.05,0.0
26,-0.019701995,-0.02985,-0.098509975,-0.148505,-0.0148505,-0.015,-0.098509975,-0.19701995,0.0
55,-8.896569150012917,-8.896569150012917,-6.665359218025596,-8.68340318183123,-10.131538770480487,-12.388896541875457,-7.584837170052108,-9.7281285281915,-27.54368132841874
52,-7.358421383891018,-7.358421383891018,-8.25058992126439,-10.330223382775683,-7.358421383891018,-7.808988798351587,-6.665359218025596,-6.665359218025596,-21.285345170701067
48,-0.10319285817817224,-0.2854081976681122,-0.5358046479819527,-0.8691568808220664,-0.06997082267935574,-0.3214827887891716,-0.4959235261523851,-0.9104653120138457,0.0
39,-0.02450497505,-0.0877797758985,-0.0742525,-0.292599252995,-0.019701995,-0.0877797758985,-0.098509975,-0.05,0.0
53,-8.896569150012917,-7.129718569586887,-7.808988798351587,-8.68340318183123,-8.68340318183123,-7.358421383891018,-9.31652742392766,-8.68340318183123,-18.33648245777318
59,-8.468084022051746,-10.330223382775683,-8.030898910368071,-7.584837170052108,-9.107603458512788,-7.358421383891018,-11.849817985873898,-10.330223382775683,-11.481295771731352
50,-0.11882864282644813,-0.3904494399175794,-0.632069764171009,-0.7852840330803657,-0.10319285817817224,-0.33326796090127986,-0.413715596374781,-0.9513606588937072,0.0
14,-0.00995,-0.015,-0.04975,-0.8691568808220664,-0.0148505,-0.015,-0.0742525,-0.0995,0.0
4,0.0,0.0,-0.025,0.0,-0.0148505,-0.015,0.0,0.0,0.0
3,0.0,-0.015,-0.025,0.0,0.0,0.0,-0.025,0.0,0.0
32,-0.019701995,-0.0445515,-0.1462996264975,-0.2450497505,-0.0292599252995,-0.07351492515,-0.12252487525,-0.0995,0.0
37,-0.019701995,-0.0445515,-0.1462996264975,-0.4324137625817955,-0.02450497505,-0.0445515,-0.0742525,-0.19701995,0.0
33,-0.038627652786039954,-0.101901978139515,-0.19313826393019973,-0.5680756414193536,-0.04324137625817955,-0.0445515,-0.5159642908908613,-0.292599252995,0.0
31,-0.02450497505,-0.015,-0.169836630232525,-0.19701995,-0.005,-0.101901978139515,-0.04975,-0.0995,0.0
40,-0.04324137625817955,-0.101901978139515,-0.12252487525,-0.292599252995,-0.038627652786039954,-0.07351492515,-0.169836630232525,-0.148505,0.0
64,-9.930847242909584,-8.468084022051746,-8.468084022051746,-11.294238153263992,-9.7281285281915,-12.388896541875457,-8.468084022051746,-9.523362149688383,-10.526921148947926
76,-5.214941284932398,-4.198249360761345,-4.198249360761345,-5.95108231382862,-5.214941284932398,-3.674369310030961,-3.674369310030961,-3.937625616930651,-3.937625616930651
69,-8.25058992126439,-6.429655775783431,-6.8987056258453405,-7.584837170052108,-6.665359218025596,-8.030898910368071,-11.294238153263992,-7.584837170052108,-7.584837170052108
66,-7.358421383891018,-7.584837170052108,-7.808988798351587,-7.584837170052108,-8.68340318183123,-10.131538770480487,-6.8987056258453405,-8.68340318183123,-11.294238153263992
23,-0.033967326046505,-0.0445515,-0.098509975,-0.148505,-0.019701995,-0.059105985,-0.1462996264975,-0.148505,0.0
87,-3.408453848516122,-1.470298503,-0.597,-2.8685377497358657,-1.75559551797,-1.470298503,-1.75559551797,-0.89103,-1.470298503
95,-0.597,-0.89103,-0.3,-0.3,-1.1821196999999999,-1.1821196999999999,-0.597,-0.89103,-0.597
81,-3.937625616930651,-2.5944825754907734,-2.5944825754907734,-2.5944825754907734,-2.317659167162397,-3.139852372238507,-4.456266867153731,-3.674369310030961,-2.5944825754907734
72,-5.708163953362243,-4.198249360761345,-6.429655775783431,-6.191571490690334,-6.191571490690334,-5.95108231382862,-4.198249360761345,-4.198249360761345,-6.191571490690334
97,-0.597,-0.3,-0.3,-2.0380395627903,-1.1821196999999999,-0.597,-0.3,-0.89103,-0.89103
88,-2.5944825754907734,-2.0380395627903,-1.75559551797,-0.3,-1.1821196999999999,-2.0380395627903,-0.89103,-2.0380395627903,-2.0380395627903
92,-0.597,-1.470298503,-0.597,-0.597,-0.597,-0.89103,-1.1821196999999999,-0.89103,-1.470298503
94,0.0,-0.597,-0.3,-0.89103,0.0,-0.3,-0.89103,-1.1821196999999999,-0.89103
98,-0.3,-0.597,-0.3,-0.597,-0.3,-0.3,-0.3,-0.3,-0.597
103,-0.89103,0.0,-0.597,0.0,-0.597,0.0,0.0,0.0,-0.3
101,-0.3,-0.3,0.0,0.0,-0.89103,0.0,0.0,0.0,0.0
109,0.0,-0.597,0.0,0.0,0.0,-0.3,0.0,0.0,-0.3
110,0.0,-0.3,-0.3,-0.3,0.0,-0.3,0.0,0.0,-0.3
24,-0.04324137625817955,-0.0877797758985,-0.2616543643532089,-0.5233087287064178,-0.033967326046505,-0.0877797758985,-0.0742525,-0.292599252995,0.0
65,-8.896569150012917,-6.665359218025596,-8.030898910368071,-9.7281285281915,-6.429655775783431,-5.462791872083074,-8.68340318183123,-16.30170756768255,-13.585300728277153
49,-0.09918470523047701,-0.2975541156914311,-0.45523265600692286,-0.827431192749562,-0.13014981330585979,-0.3564859284793444,-0.45523265600692286,-0.7852840330803657,0.0
30,-0.033967326046505,-0.015,-0.0742525,-0.2450497505,-0.0292599252995,-0.059105985,-0.098509975,-0.292599252995,0.0
84,-1.75559551797,-1.470298503,-2.5944825754907734,-2.0380395627903,-2.317659167162397,-2.0380395627903,-2.0380395627903,-2.317659167162397,-1.75559551797
96,-1.75559551797,-0.3,-0.597,0.0,-0.89103,0.0,-0.89103,-0.597,-0.3
22,-0.00995,-0.02985,-0.1462996264975,-0.19701995,-0.005,-0.0445515,-0.04975,-0.0995,0.0
56,-8.68340318183123,-8.68340318183123,-9.107603458512788,-10.330223382775683,-10.330223382775683,-9.31652742392766,-9.107603458512788,-8.25058992126439,-19.128839464185077
79,-2.0380395627903,-2.317659167162397,-3.937625616930651,-4.456266867153731,-3.674369310030961,-2.5944825754907734,-3.937625616930651,-2.8685377497358657,-2.8685377497358657
89,-1.470298503,-1.470298503,-1.470298503,-1.1821196999999999,-0.597,-2.0380395627903,-1.1821196999999999,-1.1821196999999999,-0.89103
77,-4.711704198482194,-4.711704198482194,-5.462791872083074,-5.95108231382862,-3.139852372238507,-3.408453848516122,-4.456266867153731,-3.674369310030961,-3.674369310030961
83,-3.674369310030961,-3.408453848516122,-3.139852372238507,-2.8685377497358657,-2.8685377497358657,-2.317659167162397,-2.5944825754907734,-2.317659167162397,-2.5944825754907734
74,-5.708163953362243,-4.964587156497372,-5.95108231382862,-4.456266867153731,-5.708163953362243,-5.708163953362243,-4.964587156497372,-5.95108231382862,-4.711704198482194
18,-0.02450497505,-0.015,-0.025,-0.2450497505,-0.005,-0.015,-0.04975,-0.0995,0.0
82,-1.75559551797,-2.317659167162397,-2.317659167162397,-2.8685377497358657,-2.317659167162397,-2.5944825754907734,-3.139852372238507,-2.8685377497358657,-2.317659167162397
86,-1.1821196999999999,-1.75559551797,-3.139852372238507,-2.317659167162397,-2.0380395627903,-2.5944825754907734,-1.1821196999999999,-1.1821196999999999,-2.8685377497358657
91,-2.0380395627903,-1.470298503,-0.597,-1.470298503,-0.89103,-0.597,-0.89103,-0.597,-0.3
85,-1.75559551797,-2.0380395627903,-2.8685377497358657,-1.1821196999999999,-1.1821196999999999,-2.317659167162397,-2.317659167162397,-2.5944825754907734,-0.89103
100,-0.597,-0.3,-0.3,-0.89103,-0.597,-0.3,-0.3,-1.1821196999999999,-0.89103
19,-0.0148505,-0.02985,-0.34985411339677874,-0.2450497505,-0.033967326046505,-0.07351492515,-0.098509975,-0.2450497505,0.0
10,-0.0148505,-0.059105985,-0.025,-0.0995,-0.019701995,-0.02985,-0.0742525,-0.19701995,0.0
5,-0.00995,-0.015,-0.025,0.0,0.0,-0.015,-0.025,-0.05,0.0
12,-0.005,-0.015,-0.0742525,-0.19701995,-0.005,-0.07351492515,-0.025,-0.05,0.0
9,-0.005,-0.02985,-0.04975,-0.05,-0.005,-0.02985,-0.025,-0.05,0.0
7,-0.005,-0.015,-0.025,-0.05,-0.005,-0.015,-0.025,-0.148505,0.0
0,0.0,-0.015,-0.04975,0.0,-0.00995,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,-0.05,0.0,-0.015,0.0,-0.05,0.0
-3,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-0.015,0.0,0.0,0.0,-0.015,0.0,0.0,0.0
102,0.0,0.0,-0.3,-0.3,-0.3,0.0,-0.597,-0.3,0.0
-5,0.0,0.0,-0.3,0.0,-0.3,0.0,-0.3,0.0,0.0
-6,0.0,-0.3,0.0,0.0,-0.3,0.0,0.0,0.0,0.0
-4,0.0,-0.3,-0.3,-0.3,0.0,0.0,-0.3,0.0,0.0
13,-0.0148505,-0.02985,-0.0742525,-0.0995,-0.005,-0.02985,-0.025,-0.148505,0.0
2,0.0,-0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2,0.0,-0.3,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.3
108,0.0,0.0,-0.3,0.0,0.0,0.0,-0.597,-0.3,0.0
111,0.0,-0.597,0.0,0.0,0.0,0.0,-0.3,0.0,0.0
116,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0
123,0.0,-0.3,0.0,0.0,0.0,0.0,-0.3,0.0,0.0
119,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
