,"(1, 509)","(3, 509)","(5, 509)","(10, 509)","(1, 3354)","(3, 3354)","(5, 3354)","(10, 3354)","(0, 0)"
20,-0.09104653120138456,-0.19688128084653256,-0.5159642908908613,-0.7852840330803657,-0.07427111445256218,-0.2355852099241097,-0.5159642908908613,-0.7427111445256219,0.0
10,-0.005,-0.015,-0.04975,-0.148505,-0.0148505,-0.0445515,-0.04975,-0.05,0.0
8,-0.005,-0.02985,0.0,0.0,0.0,-0.02985,0.0,-0.05,0.0
15,-0.02450497505,-0.0445515,-0.12252487525,-0.0995,-0.02450497505,-0.02985,-0.19313826393019973,-0.0995,0.0
14,-0.0148505,-0.0445515,-0.04975,-0.148505,-0.038627652786039954,-0.02985,0.0,-0.148505,0.0
26,-0.005,-0.0445515,-0.04975,-0.05,-0.00995,-0.015,-0.025,-0.05,0.0
42,-0.02450497505,-0.059105985,-0.12252487525,-0.148505,-0.0148505,-0.12972412877453865,-0.0742525,-0.292599252995,0.0
62,-4.456266867153731,-3.139852372238507,-4.964587156497372,-5.462791872083074,-4.711704198482194,-3.408453848516122,-5.214941284932398,-3.408453848516122,-2.8685377497358657
73,-2.5944825754907734,-3.937625616930651,-3.674369310030961,-2.5944825754907734,-3.408453848516122,-3.139852372238507,-2.5944825754907734,-4.711704198482194,-3.139852372238507
75,-1.75559551797,-2.317659167162397,-2.8685377497358657,-2.317659167162397,-3.139852372238507,-3.674369310030961,-2.317659167162397,-0.89103,-2.8685377497358657
68,-4.198249360761345,-10.330223382775683,-3.937625616930651,-8.030898910368071,-3.674369310030961,-5.708163953362243,-4.198249360761345,-6.191571490690334,-3.674369310030961
60,-5.708163953362243,-5.708163953362243,-4.198249360761345,-4.198249360761345,-4.198249360761345,-4.456266867153731,-4.198249360761345,-4.198249360761345,-10.131538770480487
70,-2.8685377497358657,-2.0380395627903,-3.937625616930651,-2.5944825754907734,-5.708163953362243,-3.408453848516122,-2.5944825754907734,-5.708163953362243,-4.456266867153731
61,-3.674369310030961,-5.462791872083074,-4.198249360761345,-4.964587156497372,-3.408453848516122,-3.674369310030961,-4.198249360761345,-4.198249360761345,-6.191571490690334
46,-0.0292599252995,-0.18371846550154805,-0.12252487525,-0.38627652786039945,-0.019701995,-0.101901978139515,-0.19313826393019973,-0.5233087287064178,0.0
44,-0.033967326046505,-0.0877797758985,-0.098509975,-0.292599252995,-0.038627652786039954,-0.0445515,-0.19313826393019973,-0.2450497505,0.0
50,-0.052330872870641774,-0.18371846550154805,-0.098509975,-0.5233087287064178,-0.06562709361551085,-0.18371846550154805,-0.21620688129089774,-0.4780896249559775,0.0
57,-3.408453848516122,-4.198249360761345,-6.429655775783431,-3.674369310030961,-3.674369310030961,-3.408453848516122,-3.674369310030961,-4.964587156497372,-6.665359218025596
59,-4.198249360761345,-2.0380395627903,-2.8685377497358657,-3.937625616930651,-2.317659167162397,-4.198249360761345,-2.317659167162397,-4.711704198482194,-5.95108231382862
24,-0.0292599252995,-0.07351492515,-0.0742525,-0.19701995,-0.0148505,-0.059105985,-0.04975,-0.19701995,0.0
17,-0.00995,-0.015,-0.098509975,-0.19701995,-0.0148505,-0.0445515,-0.0742525,-0.0995,0.0
28,-0.005,-0.015,-0.04975,-0.05,-0.005,-0.0445515,-0.0742525,-0.05,0.0
29,-0.00995,-0.02985,-0.025,-0.148505,-0.005,-0.0445515,-0.19313826393019973,-0.148505,0.0
43,-0.0292599252995,-0.101901978139515,-0.21620688129089774,-0.33967326046505,-0.0292599252995,-0.07351492515,-0.1462996264975,-0.2450497505,0.0
64,-5.214941284932398,-4.964587156497372,-4.198249360761345,-3.937625616930651,-4.456266867153731,-3.937625616930651,-3.674369310030961,-4.964587156497372,-4.711704198482194
49,-0.047808962495597754,-0.2482293578248686,-0.1462996264975,-0.38627652786039945,-0.06997082267935574,-0.12972412877453865,-0.169836630232525,-0.4780896249559775,0.0
56,-3.408453848516122,-3.937625616930651,-2.8685377497358657,-4.964587156497372,-4.711704198482194,-5.462791872083074,-3.408453848516122,-2.5944825754907734,-8.68340318183123
66,-2.5944825754907734,-3.408453848516122,-3.139852372238507,-2.317659167162397,-4.964587156497372,-3.139852372238507,-5.462791872083074,-5.214941284932398,-4.964587156497372
52,-3.674369310030961,-4.198249360761345,-2.8685377497358657,-3.674369310030961,-4.456266867153731,-2.8685377497358657,-3.139852372238507,-3.139852372238507,-13.252015843564077
58,-3.937625616930651,-4.456266867153731,-3.674369310030961,-3.674369310030961,-4.964587156497372,-5.462791872083074,-3.937625616930651,-3.937625616930651,-11.105291063903023
54,-2.8685377497358657,-4.711704198482194,-4.198249360761345,-2.8685377497358657,-3.937625616930651,-4.198249360761345,-3.674369310030961,-2.8685377497358657,-9.523362149688383
25,-0.0148505,-0.02985,-0.0742525,-0.05,-0.019701995,-0.07351492515,-0.0742525,-0.33967326046505,0.0
22,-0.0148505,-0.015,-0.0742525,-0.148505,-0.00995,-0.0445515,-0.169836630232525,-0.05,0.0
35,-0.00995,-0.015,-0.025,-0.19701995,-0.005,-0.0445515,-0.025,-0.0995,0.0
63,-3.937625616930651,-5.462791872083074,-3.408453848516122,-3.937625616930651,-4.456266867153731,-3.139852372238507,-4.711704198482194,-4.964587156497372,-6.8987056258453405
76,-1.75559551797,-2.317659167162397,-1.75559551797,-2.317659167162397,-3.139852372238507,-1.75559551797,-0.89103,-2.5944825754907734,-1.75559551797
94,-0.89103,-0.3,-1.470298503,-0.597,-0.3,-1.470298503,-0.3,-0.597,-0.3
89,-1.1821196999999999,-2.0380395627903,-0.89103,-1.1821196999999999,-1.470298503,-0.3,-0.3,-0.597,-1.1821196999999999
92,0.0,-0.3,-0.3,-0.3,-0.597,-0.597,-1.470298503,-0.89103,-0.597
87,-0.597,-1.1821196999999999,-0.597,-1.470298503,-1.1821196999999999,0.0,-1.75559551797,-0.3,0.0
91,-0.3,-1.1821196999999999,0.0,-0.89103,-0.89103,-0.89103,-1.75559551797,-0.3,-0.597
77,-2.0380395627903,-2.8685377497358657,-2.0380395627903,-2.5944825754907734,-0.89103,-1.75559551797,-1.470298503,-1.470298503,-1.1821196999999999
48,-0.0292599252995,-0.22281334335768657,-0.2616543643532089,-0.4324137625817955,-0.033967326046505,-0.101901978139515,-0.19313826393019973,-0.4780896249559775,0.0
67,-2.8685377497358657,-5.214941284932398,-2.317659167162397,-4.198249360761345,-3.139852372238507,-3.139852372238507,-3.139852372238507,-2.5944825754907734,-3.408453848516122
32,-0.005,-0.059105985,-0.0742525,-0.05,-0.0148505,-0.02985,-0.098509975,-0.05,0.0
31,-0.0148505,-0.02985,-0.04975,-0.148505,-0.00995,-0.02985,-0.0742525,-0.05,0.0
40,-0.0148505,-0.0445515,-0.098509975,-0.19701995,-0.00995,-0.07351492515,-0.0742525,-0.148505,0.0
36,-0.02450497505,-0.0445515,-0.04975,-0.19701995,-0.00995,-0.0877797758985,-0.04975,-0.148505,0.0
69,-3.139852372238507,-3.408453848516122,-5.214941284932398,-2.8685377497358657,-2.8685377497358657,-2.317659167162397,-3.674369310030961,-2.5944825754907734,-2.5944825754907734
86,-0.89103,-0.89103,-2.0380395627903,-0.89103,-0.89103,-2.0380395627903,-1.470298503,-0.89103,-0.89103
79,-0.597,-0.89103,-1.75559551797,-0.89103,-2.317659167162397,-2.0380395627903,-2.317659167162397,-2.0380395627903,-1.1821196999999999
