,"(1, 509)","(3, 509)","(5, 509)","(10, 509)","(1, 3354)","(3, 3354)","(5, 3354)","(10, 3354)","(0, 0)"
20,-0.10319285817817224,-0.40154494551840364,-0.4345784404110332,-1.1882864282644814,-0.0827431192749562,-0.2355852099241097,-0.4756803294468536,-0.6123948850051602,0.0
18,-0.00995,-0.02985,-0.04975,-0.0995,-0.005,-0.059105985,-0.169836630232525,-0.148505,0.0
17,-0.00995,-0.02985,-0.04975,-0.0995,-0.0148505,-0.02985,-0.025,-0.2450497505,0.0
24,-0.0148505,-0.02985,-0.04975,-0.2450497505,-0.0292599252995,-0.11588295835811985,-0.098509975,-0.148505,0.0
22,-0.0148505,-0.015,-0.025,-0.148505,-0.00995,-0.015,-0.098509975,-0.0995,0.0
16,-0.00995,-0.0445515,-0.04975,-0.05,0.0,-0.02985,-0.0742525,-0.05,0.0
45,-0.033967326046505,-0.101901978139515,-0.21620688129089774,-0.38627652786039945,-0.0292599252995,-0.07351492515,-0.37135557226281096,-0.19701995,0.0
62,-6.191571490690334,-5.214941284932398,-5.708163953362243,-5.214941284932398,-5.462791872083074,-6.429655775783431,-5.214941284932398,-6.8987056258453405,-6.665359218025596
75,-2.8685377497358657,-3.139852372238507,-1.75559551797,-2.8685377497358657,-3.937625616930651,-2.317659167162397,-4.456266867153731,-2.5944825754907734,-2.8685377497358657
73,-2.8685377497358657,-4.711704198482194,-3.408453848516122,-3.674369310030961,-5.214941284932398,-3.674369310030961,-3.139852372238507,-4.198249360761345,-3.408453848516122
68,-5.462791872083074,-4.456266867153731,-4.964587156497372,-4.198249360761345,-3.937625616930651,-10.526921148947926,-8.030898910368071,-3.937625616930651,-4.198249360761345
70,-3.937625616930651,-3.408453848516122,-3.408453848516122,-2.0380395627903,-3.674369310030961,-2.5944825754907734,-3.139852372238507,-2.317659167162397,-4.456266867153731
71,-2.317659167162397,-1.75559551797,-4.711704198482194,-3.408453848516122,-3.139852372238507,-3.139852372238507,-3.139852372238507,-3.674369310030961,-2.317659167162397
67,-4.964587156497372,-3.937625616930651,-3.408453848516122,-4.964587156497372,-3.139852372238507,-3.674369310030961,-4.711704198482194,-4.964587156497372,-4.964587156497372
57,-4.198249360761345,-7.129718569586887,-6.429655775783431,-3.937625616930651,-3.674369310030961,-3.408453848516122,-4.456266867153731,-5.214941284932398,-7.129718569586887
59,-4.456266867153731,-6.665359218025596,-6.191571490690334,-5.462791872083074,-4.198249360761345,-8.468084022051746,-5.214941284932398,-5.214941284932398,-5.708163953362243
54,-4.198249360761345,-4.964587156497372,-5.214941284932398,-4.198249360761345,-5.214941284932398,-5.95108231382862,-4.456266867153731,-7.129718569586887,-9.7281285281915
44,-0.06562709361551085,-0.101901978139515,-0.169836630232525,-0.33967326046505,-0.0292599252995,-0.059105985,-0.12252487525,-0.19701995,0.0
42,-0.038627652786039954,-0.101901978139515,-0.1462996264975,-0.148505,-0.019701995,-0.1704226924258061,-0.169836630232525,-0.292599252995,0.0
41,-0.019701995,-0.07351492515,-0.12252487525,-0.4324137625817955,-0.00995,-0.059105985,-0.098509975,-0.19701995,0.0
