,"(1, 324)","(3, 324)","(5, 324)","(10, 324)","(1, 509)","(3, 509)","(5, 509)","(10, 509)","(0, 0)"
20,-0.22915746201657308,-0.6541422143214183,-1.0175838839962508,-2.0648160903125765,-0.1819072569680644,-0.583324140700702,-0.776377285327305,-1.8190725696806438,0.0
10,-0.038627652786039954,-0.11588295835811985,-0.19313826393019973,-0.827431192749562,-0.033967326046505,-0.14342688748679328,-0.34985411339677874,-0.38627652786039945,0.0
8,-0.033967326046505,-0.11588295835811985,-0.2616543643532089,-0.4324137625817955,-0.047808962495597754,-0.12972412877453865,-0.2840378207096768,-0.33967326046505,0.0
13,-0.033967326046505,-0.059105985,-0.169836630232525,-0.4324137625817955,-0.0148505,-0.1704226924258061,-0.0742525,-0.6123948850051602,0.0
6,-0.038627652786039954,-0.12972412877453865,-0.1462996264975,-0.2450497505,-0.038627652786039954,-0.07351492515,-0.098509975,-0.33967326046505,0.0
7,-0.06562709361551085,-0.11588295835811985,-0.21620688129089774,-0.6123948850051602,-0.0292599252995,-0.2854081976681122,-0.21620688129089774,-0.4324137625817955,0.0
18,-0.019701995,-0.0445515,-0.098509975,-0.2450497505,-0.019701995,-0.101901978139515,-0.025,-0.33967326046505,0.0
24,-0.02450497505,-0.059105985,-0.098509975,-0.2450497505,-0.04324137625817955,-0.059105985,-0.12252487525,-0.19701995,0.0
15,-0.047808962495597754,-0.12972412877453865,-0.098509975,-0.4324137625817955,-0.052330872870641774,-0.101901978139515,-0.169836630232525,-0.33967326046505,0.0
5,-0.0148505,-0.07351492515,-0.1462996264975,-0.4324137625817955,-0.0292599252995,-0.1704226924258061,-0.1462996264975,-0.292599252995,0.0
23,-0.04324137625817955,-0.14342688748679328,-0.19313826393019973,-0.2450497505,-0.02450497505,-0.101901978139515,-0.1462996264975,-0.292599252995,0.0
26,-0.038627652786039954,-0.0877797758985,-0.19313826393019973,-0.38627652786039945,-0.033967326046505,-0.07351492515,-0.098509975,-0.5233087287064178,0.0
33,-0.0292599252995,-0.0877797758985,-0.025,-0.33967326046505,-0.0148505,-0.015,-0.0742525,-0.148505,0.0
22,-0.06562709361551085,-0.101901978139515,-0.12252487525,-0.2450497505,-0.00995,-0.11588295835811985,-0.169836630232525,-0.19701995,0.0
34,-0.0292599252995,-0.0445515,-0.098509975,-0.19701995,-0.0148505,-0.14342688748679328,-0.169836630232525,-0.05,0.0
31,-0.038627652786039954,-0.15699261861192534,-0.04975,-0.148505,-0.0292599252995,-0.101901978139515,-0.098509975,-0.148505,0.0
35,-0.0148505,-0.059105985,-0.169836630232525,-0.292599252995,-0.00995,-0.059105985,-0.1462996264975,-0.148505,0.0
49,-0.02450497505,-0.0877797758985,-0.0742525,-0.292599252995,-0.0292599252995,-0.11588295835811985,-0.025,-0.0995,0.0
51,-1.470298503,-1.470298503,-1.75559551797,-1.75559551797,-1.75559551797,-1.470298503,-2.0380395627903,-2.317659167162397,-10.330223382775683
25,-0.02450497505,-0.1704226924258061,-0.23904481247798876,-0.148505,-0.0148505,-0.0877797758985,-0.19313826393019973,-0.2450497505,0.0
