,"(1, 324)","(3, 324)","(5, 324)","(10, 324)","(1, 3354)","(3, 3354)","(5, 3354)","(10, 3354)","(0, 0)"
20,-0.033967326046505,-0.101901978139515,-0.3281354680775543,-0.5680756414193536,-0.04324137625817955,-0.14342688748679328,-0.23904481247798876,-0.292599252995,0.0
15,-0.019701995,-0.0445515,-0.04975,-0.148505,-0.0148505,-0.059105985,-0.12252487525,-0.05,0.0
6,-0.00995,-0.0445515,-0.025,-0.2450497505,-0.02450497505,-0.0445515,-0.12252487525,-0.2450497505,0.0
1,-0.0148505,-0.101901978139515,-0.025,0.0,-0.019701995,-0.101901978139515,-0.169836630232525,-0.33967326046505,0.0
9,-0.005,-0.015,-0.025,-0.292599252995,-0.00995,-0.0445515,-0.12252487525,-0.05,0.0
5,-0.00995,-0.101901978139515,-0.0742525,-0.19701995,-0.02450497505,-0.059105985,-0.19313826393019973,-0.33967326046505,0.0
-4,-0.89103,-1.470298503,-2.0380395627903,-0.89103,-0.89103,-0.89103,-2.8685377497358657,-2.0380395627903,-4.711704198482194
-12,-1.1821196999999999,-1.470298503,-1.470298503,-2.5944825754907734,-2.317659167162397,-1.1821196999999999,-1.75559551797,-3.408453848516122,-2.317659167162397
-26,-0.89103,-0.3,-1.1821196999999999,-0.597,-0.3,-1.470298503,-1.1821196999999999,-0.597,-0.3
-35,-0.89103,-0.3,-1.1821196999999999,-0.597,-0.597,-0.89103,-0.597,-0.597,-0.597
-21,-1.470298503,-1.1821196999999999,-1.75559551797,-1.1821196999999999,-1.1821196999999999,-2.317659167162397,-2.317659167162397,-1.470298503,-1.75559551797
-22,-2.5944825754907734,-1.1821196999999999,-0.597,0.0,-0.89103,-0.597,-1.1821196999999999,-0.89103,-1.1821196999999999
-28,-0.3,-1.470298503,-0.3,-0.597,-0.3,-0.597,-1.1821196999999999,-0.89103,-0.597
7,-0.019701995,-0.059105985,-0.12252487525,-0.0995,-0.02450497505,-0.0877797758985,-0.12252487525,-0.05,0.0
22,-0.00995,-0.0445515,-0.12252487525,-0.19701995,-0.00995,-0.0445515,-0.098509975,-0.19701995,0.0
14,-0.0148505,-0.101901978139515,-0.3281354680775543,-0.0995,-0.00995,-0.02985,-0.025,-0.2450497505,0.0
24,-0.00995,-0.0445515,-0.0742525,-0.148505,-0.0148505,-0.059105985,-0.169836630232525,-0.19701995,0.0
26,-0.0148505,-0.015,-0.0742525,0.0,-0.0148505,-0.015,-0.098509975,0.0,0.0
49,-0.005,0.0,0.0,0.0,0.0,0.0,-0.025,-0.19701995,0.0
43,-0.005,0.0,0.0,-0.05,0.0,-0.02985,0.0,0.0,0.0
35,-0.00995,0.0,0.0,-0.05,-0.00995,-0.02985,-0.0742525,-0.19701995,0.0
